year,player,wins,losses,games_played,saves,hits,strikeouts,wild_pitches,runs_allowed,teams
1977,Don Sutton,14,8,33,0,207,150,5,93,['Los Angeles Dodgers']
1977,Doyle Alexander,17,11,34,0,221,82,3,103,['Texas Rangers']
1977,Fergie Jenkins,10,10,28,0,190,105,2,91,['Boston Red Sox']
1977,Frank Tanana,15,9,31,0,201,205,8,72,['California Angels']
1977,Fred Norman,14,13,35,0,200,160,11,97,['Cincinnati Reds']
1977,Gaylord Perry,15,12,34,0,239,177,3,108,['Texas Rangers']
1977,Gene Garber,8,6,64,19,82,78,1,30,['Philadelphia Phillies']
1977,Grant Jackson,5,3,49,4,81,41,0,44,['Pittsburgh Pirates']
1977,Greg Minton,1,1,2,0,14,5,2,8,['San Francisco Giants']
1977,Jack Morris,1,1,7,0,38,28,2,20,['Detroit Tigers']
1977,Jerry Koosman,8,20,32,0,195,192,2,102,['New York Mets']
1977,Jerry Reuss,10,13,33,0,225,116,11,109,['Pittsburgh Pirates']
1977,Jim Kaat,6,11,35,0,211,55,2,100,['Philadelphia Phillies']
1977,Jim Palmer,20,11,39,0,263,193,7,106,['Baltimore Orioles']
1977,Jim Slaton,10,14,32,0,223,104,1,104,['Milwaukee Brewers']
1977,Joe Coleman,4,4,43,2,114,55,8,51,['Oakland Athletics']
1977,Joe Niekro,13,8,44,5,155,101,5,66,['Houston Astros']
1977,John Candelaria,20,5,33,0,197,133,1,64,['Pittsburgh Pirates']
1977,Ken Forsch,5,8,42,8,80,45,3,32,['Houston Astros']
1977,Kent Tekulve,10,1,72,7,89,59,2,41,['Pittsburgh Pirates']
1977,Larry Andersen,0,1,11,0,10,8,1,7,['Cleveland Indians']
1977,Larry Gura,8,5,52,10,108,46,4,43,['Kansas City Royals']
1977,Luis Tiant,12,8,32,0,210,124,0,98,['Boston Red Sox']
1977,Mike Flanagan,15,10,36,1,235,149,5,100,['Baltimore Orioles']
1977,Mike Torrez,17,13,35,0,235,102,4,113,"['Oakland Athletics', 'New York Yankees']"
1977,Milt Wilcox,6,2,20,0,96,82,1,46,['Detroit Tigers']
1977,Nolan Ryan,19,16,37,0,198,341,21,110,['California Angels']
1977,Pedro Borbon,10,5,73,18,131,48,2,48,['Cincinnati Reds']
1977,Phil Niekro,16,20,44,0,315,262,17,166,['Atlanta Braves']
1977,Ray Sadecki,0,1,4,0,3,0,0,2,['New York Mets']
1977,Rich Gossage,11,9,72,26,78,151,2,27,['Pittsburgh Pirates']
1977,Rick Honeycutt,0,1,10,0,26,17,2,16,['Seattle Mariners']
1977,Rick Reuschel,20,10,39,1,233,166,9,84,['Chicago Cubs']
1977,Rick Rhoden,16,10,31,0,223,122,5,98,['Los Angeles Dodgers']
1977,Rick Wise,11,5,26,0,151,85,1,68,['Boston Red Sox']
1977,Rollie Fingers,8,9,78,35,123,113,2,47,['San Diego Padres']
1977,Ron Reed,7,5,60,15,101,84,4,41,['Philadelphia Phillies']
1977,Rudy May,18,14,37,0,243,105,2,114,['Baltimore Orioles']
1977,Sparky Lyle,13,5,72,26,131,68,10,41,['New York Yankees']
1977,Stan Bahnsen,9,11,34,1,166,79,6,92,"['Oakland Athletics', 'Montreal Expos']"
1977,Steve Carlton,23,10,36,0,229,198,3,99,['Philadelphia Phillies']
1977,Steve Kline,0,0,16,1,21,10,1,15,['Atlanta Braves']
1977,Terry Forster,6,4,33,1,90,58,3,47,['Pittsburgh Pirates']
1977,Tom Burgmeier,6,4,61,7,113,35,3,56,['Minnesota Twins']
1977,Tom Seaver,21,6,33,0,199,196,7,78,"['New York Mets', 'Cincinnati Reds']"
1977,Tommy John,20,7,31,0,225,123,6,82,['Los Angeles Dodgers']
1977,Tug McGraw,7,3,45,9,62,58,1,25,['Philadelphia Phillies']
1977,Vida Blue,14,19,38,0,284,157,11,138,['Oakland Athletics']
1977,Wilbur Wood,7,8,24,0,139,42,0,75,['Chicago White Sox']
1977,Woodie Fryman,5,5,17,1,83,57,3,45,['Cincinnati Reds']
1978,Bert Blyleven,14,10,34,0,217,182,6,94,['Pittsburgh Pirates']
1978,Bill Lee,10,10,28,0,198,44,0,89,['Boston Red Sox']
1978,Bob Forsch,11,17,34,0,205,114,8,110,['St. Louis Cardinals']
1978,Bob McClure,2,6,44,9,53,47,1,30,['Milwaukee Brewers']
1978,Bob Welch,7,4,23,3,92,66,2,28,['Los Angeles Dodgers']
1978,Charlie Hough,5,5,55,7,69,66,6,38,['Los Angeles Dodgers']
1978,Danny Darwin,1,0,3,0,11,8,0,4,['Texas Rangers']
1978,Darold Knowles,3,3,60,6,63,34,0,20,['Montreal Expos']
1978,Dave Stewart,0,0,1,0,1,1,0,0,['Los Angeles Dodgers']
1978,Dennis Eckersley,20,8,35,0,258,162,3,99,['Boston Red Sox']
1978,Dennis Lamp,7,15,37,0,221,73,2,96,['Chicago Cubs']
1978,Dennis Martinez,16,11,40,0,257,142,8,121,['Baltimore Orioles']
1978,Don Sutton,15,11,34,0,228,154,6,109,['Los Angeles Dodgers']
1978,Doyle Alexander,9,10,31,0,198,81,4,84,['Texas Rangers']
1978,Fergie Jenkins,18,8,34,0,228,157,2,92,['Texas Rangers']
1978,Frank Tanana,18,12,33,0,239,137,5,108,['California Angels']
1978,Fred Norman,11,9,36,1,173,111,4,86,['Cincinnati Reds']
1978,Gaylord Perry,21,6,37,0,241,154,4,96,['San Diego Padres']
1978,Gene Garber,6,5,65,25,84,85,3,32,"['Atlanta Braves', 'Philadelphia Phillies']"
1978,Grant Jackson,7,5,60,5,89,45,2,32,['Pittsburgh Pirates']
1978,Greg Minton,0,1,11,0,22,6,0,14,['San Francisco Giants']
1978,Jack Morris,3,5,28,0,107,48,4,57,['Detroit Tigers']
1978,Jerry Koosman,3,15,38,2,221,160,5,110,['New York Mets']
1978,Jerry Reuss,3,2,23,0,97,42,3,48,['Pittsburgh Pirates']
1978,Jim Kaat,8,5,26,0,150,48,5,67,['Philadelphia Phillies']
1978,Jim Palmer,21,12,38,0,246,138,5,94,['Baltimore Orioles']
1978,Jim Slaton,17,11,35,0,235,92,10,117,['Detroit Tigers']
1978,Joe Coleman,5,0,41,0,79,32,5,37,"['Oakland Athletics', 'Toronto Blue Jays']"
1978,Joe Niekro,14,14,35,0,190,97,9,97,['Houston Astros']
1978,John Candelaria,12,11,30,1,191,94,3,73,['Pittsburgh Pirates']
1978,Ken Forsch,10,6,52,7,136,71,2,44,['Houston Astros']
1978,Kent Tekulve,8,7,91,31,115,77,5,44,['Pittsburgh Pirates']
1978,Larry Gura,16,4,35,0,183,81,1,73,['Kansas City Royals']
1978,Luis Tiant,13,8,32,0,185,114,0,80,['Boston Red Sox']
1978,Mickey Lolich,2,1,20,1,30,13,2,6,['San Diego Padres']
1978,Mike Flanagan,19,15,40,0,271,167,8,128,['Baltimore Orioles']
1978,Mike Morgan,0,3,3,0,19,0,0,12,['Oakland Athletics']
1978,Mike Torrez,16,13,36,0,272,120,7,122,['Boston Red Sox']
1978,Milt Wilcox,13,12,29,0,208,132,6,94,['Detroit Tigers']
1978,Nolan Ryan,10,13,31,0,183,260,13,106,['California Angels']
1978,Pedro Borbon,8,2,62,4,102,35,2,56,['Cincinnati Reds']
1978,Phil Niekro,19,18,44,1,295,248,11,129,['Atlanta Braves']
1978,Rich Gossage,10,11,63,27,87,122,5,41,['New York Yankees']
1978,Rick Honeycutt,5,11,26,0,150,50,3,81,['Seattle Mariners']
1978,Rick Reuschel,14,15,35,0,235,115,13,98,['Chicago Cubs']
1978,Rick Rhoden,10,8,30,0,160,79,7,77,['Los Angeles Dodgers']
1978,Rick Sutcliffe,0,0,2,0,2,0,0,0,['Los Angeles Dodgers']
1978,Rick Wise,9,19,33,0,226,106,1,116,['Cleveland Indians']
1978,Rollie Fingers,6,13,67,37,84,72,2,33,['San Diego Padres']
1978,Ron Reed,3,4,66,17,87,85,1,32,['Philadelphia Phillies']
1978,Rudy May,8,10,27,0,141,87,1,73,['Montreal Expos']
1978,Scott Sanderson,4,2,10,0,52,50,2,20,['Montreal Expos']
1978,Sparky Lyle,9,3,59,9,116,33,1,46,['New York Yankees']
1978,Stan Bahnsen,1,5,44,7,74,44,2,35,['Montreal Expos']
1978,Steve Carlton,16,13,34,0,228,161,3,91,['Philadelphia Phillies']
1978,Terry Forster,5,4,47,22,56,46,2,19,['Los Angeles Dodgers']
1978,Tom Burgmeier,2,1,35,4,74,24,0,33,['Boston Red Sox']
1978,Tom Seaver,16,14,36,0,218,226,6,97,['Cincinnati Reds']
1978,Tommy John,17,10,33,1,230,124,6,95,['Los Angeles Dodgers']
1978,Tug McGraw,8,7,55,9,82,63,1,39,['Philadelphia Phillies']
1978,Vida Blue,18,10,35,0,233,171,5,87,['San Francisco Giants']
1978,Wilbur Wood,10,10,28,0,187,69,9,103,['Chicago White Sox']
1978,Woodie Fryman,7,11,32,1,157,81,5,76,"['Montreal Expos', 'Chicago Cubs']"
1979,Bert Blyleven,12,5,37,0,238,172,9,102,['Pittsburgh Pirates']
1979,Bill Lee,16,10,33,0,230,59,0,91,['Montreal Expos']
1979,Bob Forsch,11,11,33,0,215,92,6,102,['St. Louis Cardinals']
1979,Bob McClure,5,2,36,5,53,37,5,29,['Milwaukee Brewers']
1979,Bob Welch,5,6,25,5,82,64,0,42,['Los Angeles Dodgers']
1979,Charlie Hough,7,5,42,0,152,76,9,88,['Los Angeles Dodgers']
1979,Danny Darwin,4,4,20,0,50,58,0,36,['Texas Rangers']
1979,Darold Knowles,2,5,48,6,54,22,2,27,['St. Louis Cardinals']
1979,Dave Righetti,0,1,3,0,10,13,0,7,['New York Yankees']
1979,Dave Stieb,8,8,18,0,139,52,3,70,['Toronto Blue Jays']
1979,Dennis Eckersley,17,10,33,0,234,150,1,89,['Boston Red Sox']
1979,Dennis Lamp,11,10,38,0,223,86,1,96,['Chicago Cubs']
1979,Dennis Martinez,15,16,40,0,279,132,9,129,['Baltimore Orioles']
1979,Don Sutton,12,15,33,1,201,146,4,109,['Los Angeles Dodgers']
1979,Doyle Alexander,5,7,23,0,114,50,4,65,['Texas Rangers']
1979,Fergie Jenkins,16,14,37,0,252,164,4,127,['Texas Rangers']
1979,Frank Tanana,7,5,18,0,93,46,6,44,['California Angels']
1979,Fred Norman,11,13,34,0,193,95,2,86,['Cincinnati Reds']
1979,Gaylord Perry,12,11,32,0,225,140,6,90,['San Diego Padres']
1979,Gene Garber,6,16,68,25,121,56,0,66,['Atlanta Braves']
1979,Grant Jackson,8,5,72,14,67,39,3,32,['Pittsburgh Pirates']
1979,Greg Minton,4,3,46,4,59,33,8,25,['San Francisco Giants']
1979,Jack Morris,17,7,27,0,179,113,9,76,['Detroit Tigers']
1979,Jeff Reardon,1,2,18,2,12,10,2,7,['New York Mets']
1979,Jerry Koosman,20,13,37,0,268,157,2,108,['Minnesota Twins']
1979,Jerry Reuss,7,14,39,3,178,83,7,88,['Los Angeles Dodgers']
1979,Jesse Orosco,1,2,18,0,33,22,0,20,['New York Mets']
1979,Jim Kaat,3,3,43,2,73,25,2,33,"['New York Yankees', 'Philadelphia Phillies']"
1979,Jim Palmer,10,6,23,0,144,67,1,66,['Baltimore Orioles']
1979,Jim Slaton,15,9,32,0,229,80,5,95,['Milwaukee Brewers']
1979,Joe Coleman,0,0,15,0,32,14,3,19,"['Pittsburgh Pirates', 'San Francisco Giants']"
1979,Joe Niekro,21,11,38,0,221,119,19,102,['Houston Astros']
1979,John Candelaria,14,9,33,0,201,101,2,83,['Pittsburgh Pirates']
1979,Ken Forsch,11,6,26,0,155,58,0,67,['Houston Astros']
1979,Kent Tekulve,10,8,94,31,109,75,4,46,['Pittsburgh Pirates']
1979,Larry Andersen,0,0,8,0,25,7,0,14,['Cleveland Indians']
1979,Larry Gura,13,12,39,0,226,85,5,137,['Kansas City Royals']
1979,Luis Tiant,13,8,30,0,190,104,0,94,['New York Yankees']
1979,Mickey Lolich,0,2,27,0,59,20,2,33,['San Diego Padres']
1979,Mike Flanagan,23,9,39,0,245,190,6,107,['Baltimore Orioles']
1979,Mike Morgan,2,10,13,0,102,17,7,57,['Oakland Athletics']
1979,Mike Torrez,16,13,36,0,254,125,6,144,['Boston Red Sox']
1979,Milt Wilcox,12,10,33,0,201,109,4,105,['Detroit Tigers']
1979,Nolan Ryan,16,14,34,0,169,223,9,104,['California Angels']
1979,Pedro Borbon,6,5,60,5,104,49,0,45,"['San Francisco Giants', 'Cincinnati Reds']"
1979,Phil Niekro,21,20,44,0,311,208,18,160,['Atlanta Braves']
1979,Rich Gossage,5,3,36,18,48,41,3,18,['New York Yankees']
1979,Rick Honeycutt,11,12,33,0,201,83,5,103,['Seattle Mariners']
1979,Rick Reuschel,18,12,36,0,251,125,5,104,['Chicago Cubs']
1979,Rick Rhoden,0,1,1,0,5,2,0,4,['Pittsburgh Pirates']
1979,Rick Sutcliffe,17,10,39,0,217,117,8,104,['Los Angeles Dodgers']
1979,Rick Wise,15,10,34,0,229,108,2,111,['Cleveland Indians']
1979,Rollie Fingers,9,9,54,13,91,65,2,47,['San Diego Padres']
1979,Ron Reed,13,8,61,5,110,58,3,52,['Philadelphia Phillies']
1979,Rudy May,10,3,33,0,88,67,1,30,['Montreal Expos']
1979,Scott Sanderson,9,8,34,1,148,138,2,69,['Montreal Expos']
1979,Sparky Lyle,5,8,67,13,78,48,2,37,['Texas Rangers']
1979,Stan Bahnsen,3,1,55,5,80,71,2,34,['Montreal Expos']
1979,Steve Carlton,18,11,35,0,202,213,10,112,['Philadelphia Phillies']
1979,Terry Forster,1,2,17,2,18,8,1,11,['Los Angeles Dodgers']
1979,Tom Burgmeier,3,2,44,4,89,60,1,32,['Boston Red Sox']
1979,Tom Seaver,16,6,32,0,187,131,4,85,['Cincinnati Reds']
1979,Tommy John,21,9,37,0,268,111,11,109,['New York Yankees']
1979,Tug McGraw,4,3,65,16,83,57,2,56,['Philadelphia Phillies']
1979,Vida Blue,14,14,34,0,246,138,8,143,['San Francisco Giants']
1979,Woodie Fryman,3,6,44,10,52,44,2,25,['Montreal Expos']
1980,Bert Blyleven,8,13,34,0,219,168,2,102,['Pittsburgh Pirates']
1980,Bill Lee,4,6,24,0,156,34,1,71,['Montreal Expos']
1980,Bob Forsch,11,10,31,0,225,87,7,102,['St. Louis Cardinals']
1980,Bob McClure,5,8,52,10,83,47,0,34,['Milwaukee Brewers']
1980,Bob Welch,14,9,32,0,190,141,7,85,['Los Angeles Dodgers']
1980,Charlie Hough,3,5,35,1,91,72,11,51,"['Los Angeles Dodgers', 'Texas Rangers']"
1980,Danny Darwin,13,4,53,8,98,104,3,37,['Texas Rangers']
1980,Darold Knowles,0,1,2,0,3,1,0,2,['St. Louis Cardinals']
1980,Dave Stieb,12,15,34,0,232,108,6,108,['Toronto Blue Jays']
1980,Dennis Eckersley,12,14,30,0,188,121,0,101,['Boston Red Sox']
1980,Dennis Lamp,10,14,41,0,259,83,10,123,['Chicago Cubs']
1980,Dennis Martinez,6,4,25,1,103,42,0,44,['Baltimore Orioles']
1980,Don Sutton,13,5,32,1,163,128,0,56,['Los Angeles Dodgers']
1980,Doyle Alexander,14,11,35,0,227,114,3,120,['Atlanta Braves']
1980,Fergie Jenkins,12,12,29,0,190,129,5,90,['Texas Rangers']
1980,Fernando Valenzuela,2,0,10,1,8,16,0,2,['Los Angeles Dodgers']
1980,Frank Tanana,11,12,32,0,223,113,3,107,['California Angels']
1980,Fred Norman,4,4,48,4,96,58,0,50,['Montreal Expos']
1980,Gaylord Perry,10,13,34,0,224,135,9,107,"['New York Yankees', 'Texas Rangers']"
1980,Gene Garber,5,5,68,7,95,51,0,42,['Atlanta Braves']
1980,Grant Jackson,8,4,61,9,71,31,3,24,['Pittsburgh Pirates']
1980,Greg Minton,4,6,68,19,81,42,7,28,['San Francisco Giants']
1980,Jack Morris,16,15,36,0,252,112,6,125,['Detroit Tigers']
1980,Jeff Reardon,8,7,61,6,96,101,2,36,['New York Mets']
1980,Jerry Koosman,16,13,38,2,252,149,2,119,['Minnesota Twins']
1980,Jerry Reuss,18,6,37,3,193,111,3,74,['Los Angeles Dodgers']
1980,Jim Kaat,8,8,53,4,148,37,4,66,"['New York Yankees', 'St. Louis Cardinals']"
1980,Jim Palmer,16,10,34,0,238,109,2,108,['Baltimore Orioles']
1980,Jim Slaton,1,1,3,0,17,4,1,10,['Milwaukee Brewers']
1980,Joe Niekro,20,12,37,0,268,127,12,119,['Houston Astros']
1980,John Candelaria,11,14,35,1,246,97,0,114,['Pittsburgh Pirates']
1980,Ken Forsch,12,13,32,0,230,84,1,90,['Houston Astros']
1980,Kent Tekulve,8,12,78,21,96,47,0,39,['Pittsburgh Pirates']
1980,Larry Gura,18,10,36,0,272,113,2,107,['Kansas City Royals']
1980,Lee Smith,2,0,18,0,21,17,0,9,['Chicago Cubs']
1980,Luis Tiant,8,9,25,0,139,84,2,79,['New York Yankees']
1980,Mike Flanagan,16,13,37,0,278,128,12,121,['Baltimore Orioles']
1980,Mike Stanton,1,3,51,5,98,74,3,58,['Cleveland Indians']
1980,Mike Torrez,9,16,36,0,256,97,9,124,['Boston Red Sox']
1980,Milt Wilcox,13,11,32,0,201,97,5,112,['Detroit Tigers']
1980,Nolan Ryan,11,10,35,0,205,200,10,100,['Houston Astros']
1980,Pedro Borbon,1,0,10,1,17,4,1,10,['St. Louis Cardinals']
1980,Phil Niekro,15,18,40,1,256,176,9,119,['Atlanta Braves']
1980,Rich Gossage,6,2,64,33,74,103,4,29,['New York Yankees']
1980,Rick Honeycutt,10,17,30,0,221,79,4,99,['Seattle Mariners']
1980,Rick Reuschel,11,13,38,0,281,140,3,111,['Chicago Cubs']
1980,Rick Rhoden,7,5,20,0,133,70,6,58,['Pittsburgh Pirates']
1980,Rick Sutcliffe,3,9,42,5,122,59,4,73,['Los Angeles Dodgers']
1980,Rick Wise,6,8,27,0,172,59,1,69,['San Diego Padres']
1980,Rollie Fingers,11,9,66,23,101,69,5,35,['San Diego Padres']
1980,Ron Reed,7,5,55,9,88,54,5,45,['Philadelphia Phillies']
1980,Rudy May,15,5,41,3,144,133,9,56,['New York Yankees']
1980,Scott Sanderson,16,11,33,0,206,125,6,76,['Montreal Expos']
1980,Sparky Lyle,3,2,59,10,108,49,2,52,"['Philadelphia Phillies', 'Texas Rangers']"
1980,Stan Bahnsen,7,6,57,4,80,48,6,40,['Montreal Expos']
1980,Steve Carlton,24,9,38,0,243,286,17,87,['Philadelphia Phillies']
1980,Terry Forster,0,0,9,0,10,2,0,4,['Los Angeles Dodgers']
1980,Tom Burgmeier,5,4,62,24,87,54,1,30,['Boston Red Sox']
1980,Tom Seaver,10,8,26,0,140,101,4,74,['Cincinnati Reds']
1980,Tommy John,22,9,36,0,270,78,5,115,['New York Yankees']
1980,Tug McGraw,5,4,57,20,62,75,1,16,['Philadelphia Phillies']
1980,Vida Blue,14,10,31,0,202,129,3,79,['San Francisco Giants']
1980,Woodie Fryman,7,4,61,17,61,59,1,23,['Montreal Expos']
1981,Bert Blyleven,11,7,20,0,145,107,3,52,['Cleveland Indians']
1981,Bill Lee,5,6,31,6,90,34,2,33,['Montreal Expos']
1981,Bob Forsch,10,5,20,0,106,41,3,47,['St. Louis Cardinals']
1981,Bob McClure,0,0,4,0,7,6,0,3,['Milwaukee Brewers']
1981,Bob Welch,9,5,23,0,141,88,2,56,['Los Angeles Dodgers']
1981,Charlie Hough,4,1,21,1,61,69,4,30,['Texas Rangers']
1981,Danny Darwin,9,9,22,0,115,98,1,67,['Texas Rangers']
1981,Dave Righetti,8,4,15,0,75,89,1,25,['New York Yankees']
1981,Dave Stewart,4,3,32,6,40,29,4,13,['Los Angeles Dodgers']
1981,Dave Stieb,11,10,25,0,148,89,1,70,['Toronto Blue Jays']
1981,Dennis Eckersley,9,8,23,0,160,79,0,82,['Boston Red Sox']
1981,Dennis Lamp,7,6,27,0,103,71,4,41,['Chicago White Sox']
1981,Dennis Martinez,14,5,25,0,173,88,6,84,['Baltimore Orioles']
1981,Don Sutton,11,9,23,0,132,104,0,51,['Houston Astros']
1981,Doyle Alexander,11,7,24,0,156,77,4,51,['San Francisco Giants']
1981,Fergie Jenkins,5,8,19,0,122,63,2,55,['Texas Rangers']
1981,Fernando Valenzuela,13,7,25,0,140,180,4,55,['Los Angeles Dodgers']
1981,Frank Tanana,4,10,24,0,142,78,2,70,['Boston Red Sox']
1981,Gaylord Perry,8,9,23,0,182,60,3,70,['Atlanta Braves']
1981,Gene Garber,4,6,35,2,49,34,1,23,['Atlanta Braves']
1981,Grant Jackson,2,2,45,4,44,21,4,19,"['Montreal Expos', 'Pittsburgh Pirates']"
1981,Greg Minton,4,5,55,21,84,29,2,28,['San Francisco Giants']
1981,Jack Morris,14,7,25,0,153,97,2,69,['Detroit Tigers']
1981,Jeff Reardon,3,0,43,8,48,49,1,17,"['New York Mets', 'Montreal Expos']"
1981,Jerry Koosman,4,13,27,5,125,76,2,59,"['Chicago White Sox', 'Minnesota Twins']"
1981,Jerry Reuss,10,4,22,0,138,51,1,44,['Los Angeles Dodgers']
1981,Jesse Orosco,0,1,8,1,13,18,0,4,['New York Mets']
1981,Jim Kaat,6,6,41,4,60,8,2,25,['St. Louis Cardinals']
1981,Jim Palmer,7,8,22,0,117,35,3,60,['Baltimore Orioles']
1981,Jim Slaton,5,7,24,0,120,47,5,60,['Milwaukee Brewers']
1981,Joe Niekro,9,9,24,0,150,77,7,60,['Houston Astros']
1981,John Candelaria,2,2,6,0,42,14,0,17,['Pittsburgh Pirates']
1981,Ken Forsch,11,7,20,0,143,55,0,54,['California Angels']
1981,Kent Tekulve,5,5,45,3,61,34,1,19,['Pittsburgh Pirates']
1981,Larry Andersen,3,3,41,5,57,40,0,27,['Seattle Mariners']
1981,Larry Gura,11,8,23,0,139,61,3,61,['Kansas City Royals']
1981,Lee Smith,3,6,40,1,57,50,7,31,['Chicago Cubs']
1981,Luis Tiant,2,5,9,0,54,32,0,31,['Pittsburgh Pirates']
1981,Mike Flanagan,9,6,20,0,108,72,6,55,['Baltimore Orioles']
1981,Mike Stanton,3,3,24,2,43,34,1,21,['Cleveland Indians']
1981,Mike Torrez,10,3,22,0,130,54,1,61,['Boston Red Sox']
1981,Milt Wilcox,12,9,24,0,152,79,4,61,['Detroit Tigers']
1981,Nolan Ryan,11,5,21,0,99,140,16,34,['Houston Astros']
1981,Phil Niekro,7,7,22,0,120,62,2,56,['Atlanta Braves']
1981,Rich Gossage,3,2,32,20,22,48,1,6,['New York Yankees']
1981,Rick Honeycutt,11,6,20,0,120,40,1,49,['Texas Rangers']
1981,Rick Reuschel,8,11,25,0,162,75,5,64,"['New York Yankees', 'Chicago Cubs']"
1981,Rick Rhoden,9,4,21,0,147,76,6,66,['Pittsburgh Pirates']
1981,Rick Sutcliffe,2,2,14,0,41,16,0,24,['Los Angeles Dodgers']
1981,Rick Wise,4,8,18,0,116,27,2,44,['San Diego Padres']
1981,Rollie Fingers,6,3,47,28,55,61,1,9,['Milwaukee Brewers']
1981,Ron Reed,5,3,39,8,54,40,1,26,['Philadelphia Phillies']
1981,Rudy May,6,11,27,1,137,79,6,71,['New York Yankees']
1981,Scott Sanderson,9,7,22,0,122,77,2,50,['Montreal Expos']
1981,Sparky Lyle,9,6,48,2,85,29,3,40,['Philadelphia Phillies']
1981,Stan Bahnsen,2,1,25,1,45,28,1,27,['Montreal Expos']
1981,Steve Carlton,13,4,24,0,152,179,9,59,['Philadelphia Phillies']
1981,Terry Forster,0,1,21,0,37,17,3,14,['Los Angeles Dodgers']
1981,Tom Burgmeier,4,5,32,6,61,35,0,23,['Boston Red Sox']
1981,Tom Gorman,0,0,9,0,12,13,2,7,['Montreal Expos']
1981,Tom Seaver,14,2,23,0,120,87,5,51,['Cincinnati Reds']
1981,Tommy John,9,8,20,0,135,50,6,50,['New York Yankees']
1981,Tug McGraw,2,4,34,10,35,26,2,13,['Philadelphia Phillies']
1981,Vida Blue,8,6,18,0,97,63,7,40,['San Francisco Giants']
1981,Woodie Fryman,5,3,35,7,38,25,0,16,['Montreal Expos']
1982,Bert Blyleven,2,2,4,0,16,19,0,14,['Cleveland Indians']
1982,Bill Lee,0,0,7,0,19,8,0,7,['Montreal Expos']
1982,Bob Forsch,15,9,36,1,238,69,6,95,['St. Louis Cardinals']
1982,Bob McClure,12,7,34,0,160,99,5,90,['Milwaukee Brewers']
1982,Bob Welch,16,11,36,0,199,176,5,94,['Los Angeles Dodgers']
1982,Charlie Hough,16,13,34,0,217,128,9,111,['Texas Rangers']
1982,Danny Darwin,10,8,56,7,95,61,2,38,['Texas Rangers']
1982,Dave Righetti,11,10,33,1,155,163,9,88,['New York Yankees']
1982,Dave Stewart,9,8,45,1,137,80,3,72,['Los Angeles Dodgers']
1982,Dave Stieb,17,14,38,0,271,141,3,116,['Toronto Blue Jays']
1982,Dennis Eckersley,13,13,33,0,228,127,1,101,['Boston Red Sox']
1982,Dennis Lamp,11,8,44,5,206,78,5,96,['Chicago White Sox']
1982,Dennis Martinez,16,12,40,0,262,111,7,123,['Baltimore Orioles']
1982,Don Sutton,17,9,34,0,224,175,3,96,"['Houston Astros', 'Milwaukee Brewers']"
1982,Doug Jones,0,0,4,0,5,1,0,3,['Milwaukee Brewers']
1982,Doyle Alexander,1,7,16,0,81,26,1,52,['New York Yankees']
1982,Fergie Jenkins,14,15,34,0,221,134,3,92,['Chicago Cubs']
1982,Fernando Valenzuela,19,13,37,0,247,199,4,105,['Los Angeles Dodgers']
1982,Frank Tanana,7,18,30,0,199,87,0,102,['Texas Rangers']
1982,Gaylord Perry,10,12,32,0,245,116,13,117,['Seattle Mariners']
1982,Gene Garber,8,10,69,30,100,68,1,40,['Atlanta Braves']
1982,Grant Jackson,3,1,21,0,43,15,2,28,"['Kansas City Royals', 'Pittsburgh Pirates']"
1982,Greg Minton,10,4,78,30,108,58,7,29,['San Francisco Giants']
1982,Jack Morris,17,16,37,0,247,135,10,131,['Detroit Tigers']
1982,Jeff Reardon,7,4,75,26,87,86,2,28,['Montreal Expos']
1982,Jerry Koosman,11,7,42,3,194,88,4,81,['Chicago White Sox']
1982,Jerry Reuss,18,11,39,0,232,138,7,98,['Los Angeles Dodgers']
1982,Jesse Orosco,4,10,54,4,92,89,3,37,['New York Mets']
1982,Jim Kaat,5,3,62,2,79,35,2,40,['St. Louis Cardinals']
1982,Jim Palmer,15,5,36,1,195,103,2,85,['Baltimore Orioles']
1982,Jim Slaton,10,6,39,6,117,59,2,48,['Milwaukee Brewers']
1982,Joe Niekro,17,12,35,0,224,130,19,79,['Houston Astros']
1982,John Candelaria,12,7,31,1,166,133,1,62,['Pittsburgh Pirates']
1982,Ken Forsch,13,11,37,0,225,73,1,108,['California Angels']
1982,Kent Tekulve,12,8,85,20,113,66,1,47,['Pittsburgh Pirates']
1982,Larry Andersen,0,0,40,1,100,32,2,56,['Seattle Mariners']
1982,Larry Gura,18,12,37,0,251,98,6,124,['Kansas City Royals']
1982,Lee Smith,2,5,72,17,105,99,6,38,['Chicago Cubs']
1982,Luis Tiant,2,2,6,0,39,30,0,20,['California Angels']
1982,Mike Flanagan,15,11,36,0,233,103,9,110,['Baltimore Orioles']
1982,Mike Morgan,7,11,30,0,167,71,6,77,['New York Yankees']
1982,Mike Stanton,2,4,56,7,70,49,0,37,['Seattle Mariners']
1982,Mike Torrez,9,9,31,0,196,84,4,107,['Boston Red Sox']
1982,Milt Wilcox,12,10,29,0,187,112,5,91,['Detroit Tigers']
1982,Nolan Ryan,16,12,35,0,196,245,18,100,['Houston Astros']
1982,Phil Niekro,17,4,35,0,225,144,4,106,['Atlanta Braves']
1982,Rich Gossage,4,5,56,30,63,102,1,23,['New York Yankees']
1982,Rick Honeycutt,5,17,30,0,201,64,3,103,['Texas Rangers']
