year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
2005,Andruw Jones,160,586,95,154,24,3,51,112,['Atlanta Braves']
2005,Andy Pettitte,33,62,1,5,0,0,0,19,['Houston Astros']
2005,Aramis Ramirez,123,463,72,140,30,0,31,60,['Chicago Cubs']
2005,Arthur Rhodes,47,0,0,0,0,0,0,0,['Cleveland Indians']
2005,B. J. Surhoff,91,303,30,78,11,2,5,32,['Baltimore Orioles']
2005,Barry Bonds,14,42,8,12,1,0,5,6,['San Francisco Giants']
2005,Bartolo Colon,33,3,0,1,0,0,0,2,['Los Angeles Angels of Anaheim']
2005,Benito Santiago,6,23,1,6,1,1,0,3,['Pittsburgh Pirates']
2005,Bernie Williams,141,485,53,121,19,1,12,75,['New York Yankees']
2005,Billy Wagner,75,3,0,1,0,0,0,2,['Philadelphia Phillies']
2005,Bobby Abreu,162,588,104,168,37,1,24,134,['Philadelphia Phillies']
2005,Brad Ausmus,134,387,35,100,19,0,3,48,['Houston Astros']
2005,Brandon Phillips,6,9,1,0,0,0,0,4,['Cleveland Indians']
2005,Brian Anderson,19,34,3,6,1,0,2,12,"['Chicago White Sox', 'Kansas City Royals']"
2005,Brian Giles,158,545,92,164,38,8,15,64,['San Diego Padres']
2005,Bronson Arroyo,35,1,0,0,0,0,0,1,['Boston Red Sox']
2005,Bruce Chen,34,3,0,1,0,0,0,0,['Baltimore Orioles']
2005,CC Sabathia,31,6,1,2,1,0,1,1,['Cleveland Indians']
2005,Carlos Beltran,151,582,83,155,34,2,16,96,['New York Mets']
2005,Carlos Delgado,144,521,81,157,41,3,33,121,['Florida Marlins']
2005,Chan Ho Park,30,19,2,5,0,0,0,7,"['San Diego Padres', 'Texas Rangers']"
2005,Chase Utley,147,543,93,158,39,6,28,109,['Philadelphia Phillies']
2005,Chipper Jones,109,358,66,106,30,0,21,56,['Atlanta Braves']
2005,Chris Gomez,89,219,27,61,11,0,1,17,['Baltimore Orioles']
2005,Cliff Floyd,150,550,85,150,22,2,34,98,['New York Mets']
2005,Cliff Lee,32,8,0,0,0,0,0,2,['Cleveland Indians']
2005,Craig Biggio,155,590,94,156,40,1,26,90,['Houston Astros']
2005,Craig Counsell,150,578,85,148,34,4,9,69,['Arizona Diamondbacks']
2005,Curt Schilling,32,0,0,0,0,0,0,0,['Boston Red Sox']
2005,Curtis Granderson,47,162,18,44,6,3,8,43,['Detroit Tigers']
2005,Damion Easley,102,267,37,64,19,1,9,47,['Florida Marlins']
2005,Dave Roberts,115,411,65,113,19,10,8,59,['San Diego Padres']
2005,David Ortiz,159,601,119,180,40,1,47,124,['Boston Red Sox']
2005,David Weathers,73,0,0,0,0,0,0,0,['Cincinnati Reds']
2005,David Wells,30,7,1,1,0,0,0,2,['Boston Red Sox']
2005,Derek Jeter,159,654,122,202,25,5,19,117,['New York Yankees']
2005,Derek Lowe,35,65,3,10,2,0,0,17,['Los Angeles Dodgers']
2005,Eddie Guardado,58,0,0,0,0,0,0,0,['Seattle Mariners']
2005,Edgar Renteria,153,623,100,172,36,4,8,100,['Boston Red Sox']
2005,Edwin Encarnacion,69,211,25,49,16,0,9,60,['Cincinnati Reds']
2005,Edwin Jackson,10,10,0,2,0,0,0,2,['Los Angeles Dodgers']
2005,Eric Chavez,160,625,92,168,40,1,27,129,['Oakland Athletics']
2005,Eric Young,56,142,22,39,9,0,2,12,['San Diego Padres']
2005,Ervin Santana,23,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2005,Fernando Rodney,39,0,0,0,0,0,0,0,['Detroit Tigers']
2005,Francisco Rodriguez,66,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2005,Frank Thomas,34,105,19,23,3,0,12,31,['Chicago White Sox']
2005,Freddy Garcia,33,7,0,0,0,0,0,1,['Chicago White Sox']
2005,Garret Anderson,142,575,68,163,34,1,17,84,['Los Angeles Angels of Anaheim']
2005,Gary Matthews,131,475,72,121,25,5,17,90,['Texas Rangers']
2005,Gary Sheffield,154,584,104,170,27,0,34,76,['New York Yankees']
2005,Greg Maddux,35,76,4,13,0,0,1,15,['Chicago Cubs']
2005,Greg Myers,6,12,0,1,0,0,0,1,['Toronto Blue Jays']
2005,Gregg Zaun,133,434,61,109,18,1,11,70,['Toronto Blue Jays']
2005,Henry Blanco,54,161,16,39,6,0,6,24,['Chicago Cubs']
2005,Ichiro Suzuki,162,679,111,206,21,12,15,66,['Seattle Mariners']
2005,Ivan Rodriguez,129,504,71,139,33,5,14,93,['Detroit Tigers']
2005,J. T. Snow,117,367,40,101,17,2,4,61,['San Francisco Giants']
2005,Jack Wilson,158,587,60,151,24,7,8,58,['Pittsburgh Pirates']
2005,Jamey Wright,35,55,2,8,1,0,0,21,['Colorado Rockies']
2005,Jamie Moyer,32,1,0,0,0,0,0,0,['Seattle Mariners']
2005,Jason Giambi,139,417,74,113,14,0,32,109,['New York Yankees']
2005,Jason Isringhausen,63,0,0,0,0,0,0,0,['St. Louis Cardinals']
2005,Jeff Conine,131,335,42,102,20,2,3,58,['Florida Marlins']
2005,Jeff Fassero,48,13,0,0,0,0,0,6,['San Francisco Giants']
2005,Jeff Kent,149,553,100,160,36,0,29,85,['Los Angeles Dodgers']
2005,Jeff Mathis,5,3,1,1,0,0,0,1,['Los Angeles Angels of Anaheim']
2005,Jeff Suppan,32,58,5,12,2,0,1,9,['St. Louis Cardinals']
2005,Jerry Hairston,114,380,51,99,25,2,4,46,['Chicago Cubs']
2005,Jim Edmonds,142,467,88,123,37,1,29,139,['St. Louis Cardinals']
2005,Jim Thome,59,193,26,40,7,0,7,59,['Philadelphia Phillies']
2005,Jimmy Rollins,158,677,115,196,38,11,12,71,['Philadelphia Phillies']
2005,Joaquin Benoit,33,1,0,0,0,0,0,0,['Texas Rangers']
2005,Joe Nathan,69,0,0,0,0,0,0,0,['Minnesota Twins']
2005,John Franco,31,0,0,0,0,0,0,0,['Houston Astros']
2005,John McDonald,68,166,18,46,6,1,0,24,"['Detroit Tigers', 'Toronto Blue Jays']"
2005,John Olerud,87,173,18,50,7,0,7,20,['Boston Red Sox']
2005,John Smoltz,33,68,1,10,2,1,0,26,['Atlanta Braves']
2005,Johnny Damon,148,624,117,197,35,6,10,69,['Boston Red Sox']
2005,Jorge Posada,142,474,67,124,23,0,19,94,['New York Yankees']
2005,Jose Bautista,11,28,3,4,1,0,0,7,['Pittsburgh Pirates']
2005,Jose Cruz,115,370,46,93,24,2,18,101,"['Arizona Diamondbacks', 'Los Angeles Dodgers', 'Boston Red Sox']"
2005,Jose Mesa,55,1,0,0,0,0,0,1,['Pittsburgh Pirates']
2005,Jose Reyes,161,696,99,190,24,17,7,78,['New York Mets']
2005,Jose Santiago,4,0,0,0,0,0,0,0,['New York Mets']
2005,Jose Valentin,56,147,17,25,4,2,2,38,['Los Angeles Dodgers']
2005,Jose Vizcaino,98,187,15,46,10,2,1,40,['Houston Astros']
2005,Juan Castro,97,272,27,70,18,1,5,39,['Minnesota Twins']
2005,Juan Gonzalez,1,1,0,0,0,0,0,0,['Cleveland Indians']
2005,Juan Uribe,146,481,58,121,23,3,16,77,['Chicago White Sox']
2005,Julian Tavarez,74,0,0,0,0,0,0,0,['St. Louis Cardinals']
2005,Julio Franco,108,233,30,64,12,1,9,57,['Atlanta Braves']
2005,Justin Verlander,2,0,0,0,0,0,0,0,['Detroit Tigers']
2005,Ken Griffey,128,491,85,148,30,0,35,93,['Cincinnati Reds']
2005,Kenny Lofton,110,367,67,123,15,5,2,41,['Philadelphia Phillies']
2005,Kenny Rogers,30,3,0,1,0,1,0,1,['Texas Rangers']
2005,Kent Mercker,78,0,0,0,0,0,0,0,['Cincinnati Reds']
2005,Kevin Brown,13,2,0,1,1,0,0,1,['New York Yankees']
2005,Kevin Millwood,30,2,0,0,0,0,0,1,['Cleveland Indians']
2005,Kyle Farnsworth,72,0,0,0,0,0,0,0,"['Detroit Tigers', 'Atlanta Braves']"
2005,Kyle Lohse,31,5,0,0,0,0,0,1,['Minnesota Twins']
2005,LaTroy Hawkins,66,0,0,0,0,0,0,0,"['San Francisco Giants', 'Chicago Cubs']"
2005,Larry Walker,100,315,66,91,20,1,15,64,['St. Louis Cardinals']
2005,Lenny Harris,83,70,5,22,4,0,1,11,['Florida Marlins']
2005,Livan Hernandez,35,82,7,20,2,1,2,8,['Washington Nationals']
2005,Luis Castillo,122,439,72,132,12,4,4,32,['Florida Marlins']
2005,Luis Gonzalez,283,983,141,275,62,0,33,153,"['Arizona Diamondbacks', 'Colorado Rockies']"
2005,Manny Ramirez,152,554,112,162,30,1,45,119,['Boston Red Sox']
2005,Mariano Rivera,71,0,0,0,0,0,0,0,['New York Yankees']
2005,Mark Buehrle,33,3,0,0,0,0,0,1,['Chicago White Sox']
2005,Mark DeRosa,66,148,26,36,5,0,8,35,['Texas Rangers']
2005,Mark Kotsay,139,582,75,163,35,1,15,51,['Oakland Athletics']
2005,Marquis Grissom,44,137,8,29,4,0,2,18,['San Francisco Giants']
2005,Matt Stairs,127,396,55,109,26,1,13,69,['Kansas City Royals']
2005,Miguel Batista,71,0,0,0,0,0,0,0,['Toronto Blue Jays']
2005,Miguel Cabrera,158,613,106,198,43,2,33,125,['Florida Marlins']
2005,Miguel Cairo,100,327,31,82,18,0,2,31,['New York Mets']
2005,Miguel Tejada,162,654,89,199,50,5,26,83,['Baltimore Orioles']
2005,Mike Cameron,76,308,47,84,23,2,12,85,['New York Mets']
2005,Mike Gonzalez,51,0,0,0,0,0,0,0,['Pittsburgh Pirates']
2005,Mike Hampton,12,25,4,8,1,0,1,9,['Atlanta Braves']
2005,Mike Mussina,30,3,0,0,0,0,0,2,['New York Yankees']
2005,Mike Piazza,113,398,41,100,23,0,19,67,['New York Mets']
2005,Mike Ryan,57,117,7,27,5,0,2,22,['Minnesota Twins']
2005,Mike Stanton,59,1,1,0,0,0,0,0,"['Boston Red Sox', 'Washington Nationals', 'New York Yankees']"
2005,Mike Sweeney,122,470,63,141,39,0,21,61,['Kansas City Royals']
2005,Mike Timlin,81,0,0,0,0,0,0,0,['Boston Red Sox']
2005,Moises Alou,123,427,67,137,21,3,19,43,['San Francisco Giants']
2005,Nelson Cruz,8,5,1,1,1,0,0,0,['Milwaukee Brewers']
2005,Oliver Perez,20,33,1,6,0,0,0,11,['Pittsburgh Pirates']
2005,Omar Vizquel,152,568,66,154,28,4,3,58,['San Francisco Giants']
2005,Pat Borders,39,117,12,23,5,0,1,22,['Seattle Mariners']
2005,Paul Konerko,158,575,98,163,24,0,40,109,['Chicago White Sox']
2005,Pedro Martinez,31,69,2,6,0,0,0,26,['New York Mets']
2005,Placido Polanco,129,501,84,166,27,2,9,25,"['Detroit Tigers', 'Philadelphia Phillies']"
2005,Rafael Palmeiro,110,369,47,98,13,0,18,43,['Baltimore Orioles']
2005,Ramon Hernandez,99,369,36,107,19,2,12,40,['San Diego Padres']
2005,Ramon Martinez,52,112,11,31,3,0,1,11,"['Detroit Tigers', 'Philadelphia Phillies']"
2005,Randy Johnson,34,8,0,0,0,0,0,2,['New York Yankees']
2005,Randy Wolf,15,26,2,4,2,0,0,8,['Philadelphia Phillies']
2005,Raul Ibanez,162,614,92,172,32,2,20,99,['Seattle Mariners']
2005,Reggie Sanders,93,295,49,80,14,2,21,75,['St. Louis Cardinals']
2005,Rheal Cormier,57,1,0,0,0,0,0,1,['Philadelphia Phillies']
2005,Rich Hill,10,6,1,2,0,0,0,2,['Chicago Cubs']
2005,Roberto Hernandez,67,0,0,0,0,0,0,0,['New York Mets']
2005,Robinson Cano,132,522,78,155,34,4,14,68,['New York Yankees']
2005,Roger Clemens,32,58,2,12,2,0,0,18,['Houston Astros']
2005,Roy Halladay,19,2,0,0,0,0,0,1,['Toronto Blue Jays']
2005,Royce Clayton,143,522,59,141,28,4,2,105,['Arizona Diamondbacks']
2005,Ruben Sierra,61,170,14,39,12,0,4,41,['New York Yankees']
2005,Rudy Seanez,57,0,0,0,0,0,0,0,['San Diego Padres']
2005,Russ Springer,62,0,0,0,0,0,0,0,['Houston Astros']
2005,Ryan Dempster,63,14,0,1,0,0,0,5,['Chicago Cubs']
2005,Ryan Klesko,137,443,61,110,19,1,18,80,['San Diego Padres']
2005,Ryan Zimmerman,20,58,6,23,10,0,0,12,['Washington Nationals']
2005,Sammy Sosa,102,380,39,84,15,1,14,84,['Baltimore Orioles']
2005,Sandy Alomar,46,128,11,35,7,0,0,12,['Texas Rangers']
2005,Scott Rolen,56,196,28,46,12,1,5,28,['St. Louis Cardinals']
2005,Shin-Soo Choo,10,18,1,1,0,0,0,4,['Seattle Mariners']
2005,Steve Finley,112,406,41,90,20,3,12,71,['Los Angeles Angels of Anaheim']
2005,Steve Kline,67,0,0,0,0,0,0,0,['Baltimore Orioles']
2005,Steve Trachsel,6,15,0,1,0,0,0,7,['New York Mets']
2005,Terry Mulholland,49,0,0,0,0,0,0,0,['Minnesota Twins']
2005,Tim Hudson,29,65,2,9,2,1,0,26,['Atlanta Braves']
2005,Tim Wakefield,33,8,1,2,0,0,0,2,['Boston Red Sox']
2005,Tino Martinez,131,303,43,73,9,0,17,54,['New York Yankees']
2005,Todd Helton,144,509,92,163,45,2,20,80,['Colorado Rockies']
2005,Todd Jones,68,3,0,1,0,0,0,2,['Florida Marlins']
2005,Tom Glavine,33,64,2,13,0,0,0,13,['New York Mets']
2005,Tom Gordon,79,0,0,0,0,0,0,0,['New York Yankees']
2005,Tony Armas,19,32,1,4,0,0,0,13,['Washington Nationals']
2005,Torii Hunter,98,372,63,100,24,1,14,65,['Minnesota Twins']
2005,Trevor Hoffman,60,0,0,0,0,0,0,0,['San Diego Padres']
2005,Victor Martinez,147,547,73,167,33,0,20,78,['Cleveland Indians']
2005,Vinny Castilla,142,494,53,125,36,1,12,82,['Washington Nationals']
2005,Vladimir Guerrero,141,520,95,165,29,2,32,48,['Los Angeles Angels of Anaheim']
2005,Woody Williams,30,46,3,7,0,0,0,19,['San Diego Padres']
2005,Yadier Molina,114,385,36,97,15,1,8,30,['St. Louis Cardinals']
2005,Zack Greinke,33,2,1,1,0,0,1,0,['Kansas City Royals']
2006,A. J. Burnett,21,3,0,0,0,0,0,1,['Toronto Blue Jays']
2006,A. J. Pierzynski,140,509,65,150,24,0,16,72,['Chicago White Sox']
2006,Adam Eaton,13,0,0,0,0,0,0,0,['Texas Rangers']
2006,Adam Wainwright,61,6,2,3,1,0,1,0,['St. Louis Cardinals']
2006,Adrian Beltre,156,620,88,166,39,4,25,118,['Seattle Mariners']
2006,Alan Embree,73,1,0,0,0,0,0,1,['San Diego Padres']
2006,Albert Pujols,143,535,119,177,33,1,49,50,['St. Louis Cardinals']
2006,Alex Gonzalez,131,424,52,103,24,2,9,77,"['Boston Red Sox', 'Philadelphia Phillies']"
2006,Alex Rodriguez,154,572,113,166,26,1,35,139,['New York Yankees']
2006,Alfonso Soriano,159,647,119,179,41,2,46,160,['Washington Nationals']
2006,Andrew Miller,8,0,0,0,0,0,0,0,['Detroit Tigers']
2006,Andruw Jones,156,565,107,148,29,0,41,127,['Atlanta Braves']
2006,Andy Pettitte,38,62,4,12,3,0,1,19,['Houston Astros']
2006,Anibal Sanchez,18,35,1,4,0,0,0,14,['Florida Marlins']
2006,Aramis Ramirez,157,594,93,173,38,4,38,63,['Chicago Cubs']
2006,Arthur Rhodes,55,0,0,0,0,0,0,0,['Philadelphia Phillies']
2006,Barry Bonds,130,367,74,99,23,0,26,51,['San Francisco Giants']
2006,Bartolo Colon,10,1,0,0,0,0,0,1,['Los Angeles Angels of Anaheim']
2006,Bernie Williams,131,420,65,118,29,0,12,53,['New York Yankees']
2006,Billy Wagner,70,0,0,0,0,0,0,0,['New York Mets']
2006,Bobby Abreu,156,548,98,163,41,2,15,138,"['New York Yankees', 'Philadelphia Phillies']"
2006,Brad Ausmus,139,439,37,101,16,1,2,71,['Houston Astros']
2006,Brandon Phillips,149,536,65,148,28,1,17,88,['Cincinnati Reds']
2006,Brian Anderson,134,365,46,82,23,1,8,90,['Chicago White Sox']
2006,Brian Giles,158,604,87,159,37,1,14,60,['San Diego Padres']
2006,Bronson Arroyo,35,81,5,9,3,0,2,31,['Cincinnati Reds']
2006,Bruce Chen,40,1,0,1,0,0,0,0,['Baltimore Orioles']
2006,CC Sabathia,28,9,0,2,0,0,0,5,['Cleveland Indians']
2006,Carlos Beltran,140,510,127,140,38,1,41,99,['New York Mets']
2006,Carlos Delgado,144,524,89,139,30,2,38,120,['New York Mets']
2006,Carlos Martinez,12,0,0,0,0,0,0,0,['Florida Marlins']
2006,Chan Ho Park,26,41,0,11,0,0,0,12,['San Diego Padres']
2006,Chase Utley,160,658,131,203,40,4,32,132,['Philadelphia Phillies']
2006,Chipper Jones,110,411,87,133,28,3,26,73,['Atlanta Braves']
2006,Chris Gomez,55,132,14,45,7,0,2,11,['Baltimore Orioles']
2006,Cliff Floyd,97,332,45,81,19,1,11,58,['New York Mets']
2006,Cliff Lee,33,6,0,1,0,0,0,3,['Cleveland Indians']
2006,Craig Biggio,145,548,79,135,33,0,21,84,['Houston Astros']
2006,Craig Counsell,105,372,56,95,14,4,4,47,['Arizona Diamondbacks']
2006,Curt Schilling,31,2,0,1,0,0,0,1,['Boston Red Sox']
2006,Curtis Granderson,159,596,90,155,31,9,19,174,['Detroit Tigers']
2006,Damion Easley,90,189,24,44,6,1,9,30,['Arizona Diamondbacks']
2006,Darren Oliver,45,15,2,2,1,0,0,7,['New York Mets']
2006,Dave Roberts,129,499,80,146,18,13,2,61,['San Diego Padres']
2006,David Ortiz,151,558,115,160,29,2,54,117,['Boston Red Sox']
2006,David Weathers,67,1,0,0,0,0,0,1,['Cincinnati Reds']
2006,David Wells,13,5,0,1,0,0,0,2,"['San Diego Padres', 'Boston Red Sox']"
2006,Derek Jeter,154,623,118,214,39,3,14,102,['New York Yankees']
2006,Derek Lowe,35,64,5,6,2,0,0,19,['Los Angeles Dodgers']
2006,Eddie Guardado,43,0,0,0,0,0,0,0,"['Cincinnati Reds', 'Seattle Mariners']"
2006,Edgar Renteria,149,598,100,175,40,2,14,89,['Atlanta Braves']
2006,Edwin Encarnacion,117,406,60,112,33,1,15,78,['Cincinnati Reds']
2006,Edwin Jackson,23,0,0,0,0,0,0,0,['Tampa Bay Devil Rays']
2006,Eric Chavez,137,485,74,117,24,2,22,100,['Oakland Athletics']
2006,Eric Young,60,138,20,28,6,1,3,17,"['San Diego Padres', 'Texas Rangers']"
2006,Ervin Santana,33,4,0,1,0,0,0,3,['Los Angeles Angels of Anaheim']
2006,Fernando Rodney,63,1,0,0,0,0,0,0,['Detroit Tigers']
2006,Francisco Rodriguez,69,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2006,Frank Thomas,137,466,77,126,11,0,39,81,['Oakland Athletics']
2006,Freddy Garcia,33,5,0,1,0,0,0,2,['Chicago White Sox']
2006,Garret Anderson,141,543,63,152,28,2,17,95,['Los Angeles Angels of Anaheim']
2006,Gary Matthews,147,620,102,194,44,6,19,99,['Texas Rangers']
2006,Gary Sheffield,39,151,22,45,5,0,6,16,['New York Yankees']
2006,Greg Maddux,34,68,3,9,2,0,0,22,"['Los Angeles Dodgers', 'Chicago Cubs']"
2006,Gregg Zaun,99,290,39,79,19,0,12,42,['Toronto Blue Jays']
2006,Henry Blanco,74,241,23,64,15,2,6,38,['Chicago Cubs']
2006,Ichiro Suzuki,161,695,110,224,20,9,9,71,['Seattle Mariners']
2006,Ivan Rodriguez,136,547,74,164,28,4,13,86,['Detroit Tigers']
2006,J. T. Snow,38,44,5,9,0,0,0,8,['Boston Red Sox']
2006,Jack Wilson,142,543,70,148,27,1,8,65,['Pittsburgh Pirates']
2006,Jamey Wright,35,47,4,12,2,0,0,11,['San Francisco Giants']
2006,Jamie Moyer,33,21,1,2,0,0,0,6,"['Seattle Mariners', 'Philadelphia Phillies']"
2006,Jason Giambi,139,446,92,113,25,0,37,106,['New York Yankees']
2006,Jason Isringhausen,59,0,0,0,0,0,0,0,['St. Louis Cardinals']
2006,Jeff Conine,142,489,54,131,26,4,10,65,"['Baltimore Orioles', 'Philadelphia Phillies']"
2006,Jeff Fassero,10,4,2,1,0,0,0,1,['San Francisco Giants']
2006,Jeff Kent,115,407,61,119,27,3,14,69,['Los Angeles Dodgers']
2006,Jeff Mathis,23,55,9,8,2,0,2,14,['Los Angeles Angels of Anaheim']
2006,Jeff Suppan,32,55,4,12,1,0,0,11,['St. Louis Cardinals']
2006,Jerry Hairston,101,170,25,35,6,1,0,34,"['Chicago Cubs', 'Texas Rangers']"
2006,Jim Edmonds,110,350,52,90,18,0,19,101,['St. Louis Cardinals']
2006,Jim Thome,143,490,108,141,26,0,42,147,['Chicago White Sox']
2006,Jimmy Rollins,158,689,127,191,45,9,25,80,['Philadelphia Phillies']
2006,Joaquin Benoit,56,0,0,0,0,0,0,0,['Texas Rangers']
2006,Joe Nathan,64,1,0,0,0,0,0,1,['Minnesota Twins']
2006,John McDonald,104,260,35,58,7,3,3,41,['Toronto Blue Jays']
2006,John Smoltz,35,64,5,8,3,0,0,27,['Atlanta Braves']
2006,Johnny Damon,149,593,115,169,35,5,24,85,['New York Yankees']
2006,Jon Lester,15,4,0,0,0,0,0,3,['Boston Red Sox']
2006,Jorge Posada,143,465,65,129,27,2,23,97,['New York Yankees']
2006,Jose Bautista,117,400,58,94,20,3,16,110,['Pittsburgh Pirates']
2006,Jose Cruz,86,223,34,52,16,1,5,54,['Los Angeles Dodgers']
2006,Jose Mesa,79,1,0,0,0,0,0,0,['Colorado Rockies']
2006,Jose Reyes,157,652,122,195,30,17,19,84,"['New York Mets', 'Chicago Cubs']"
2006,Jose Valentin,137,384,56,104,24,3,18,71,['New York Mets']
2006,Jose Vizcaino,80,142,19,33,6,0,2,14,"['St. Louis Cardinals', 'San Francisco Giants']"
2006,Juan Castro,104,251,18,63,10,3,3,36,"['Minnesota Twins', 'Cincinnati Reds']"
2006,Juan Uribe,132,463,53,109,28,2,21,82,['Chicago White Sox']
2006,Julian Tavarez,58,0,0,0,0,0,0,0,['Boston Red Sox']
2006,Julio Franco,95,165,14,45,10,0,2,49,['New York Mets']
2006,Justin Verlander,30,1,0,0,0,0,0,0,['Detroit Tigers']
2006,Ken Griffey,109,428,62,108,19,0,27,78,['Cincinnati Reds']
2006,Kenny Lofton,129,469,79,141,15,12,3,42,['Los Angeles Dodgers']
2006,Kenny Rogers,34,7,0,1,1,0,0,2,['Detroit Tigers']
2006,Kent Mercker,37,0,0,0,0,0,0,0,['Cincinnati Reds']
2006,Kevin Millwood,34,5,0,0,0,0,0,3,['Texas Rangers']
2006,Kyle Farnsworth,72,0,0,0,0,0,0,0,['New York Yankees']
2006,Kyle Lohse,34,23,2,4,1,0,0,10,"['Minnesota Twins', 'Cincinnati Reds']"
2006,LaTroy Hawkins,60,0,0,0,0,0,0,0,['Baltimore Orioles']
2006,Livan Hernandez,37,68,6,14,5,0,1,7,"['Arizona Diamondbacks', 'Washington Nationals']"
2006,Luis Castillo,142,584,84,173,22,6,3,58,['Minnesota Twins']
2006,Luis Gonzalez,214,735,100,195,61,3,17,85,"['Arizona Diamondbacks', 'Colorado Rockies']"
2006,Manny Ramirez,130,449,79,144,27,1,35,102,['Boston Red Sox']
2006,Mariano Rivera,63,1,0,0,0,0,0,1,['New York Yankees']
2006,Mark Buehrle,32,4,0,0,0,0,0,1,['Chicago White Sox']
2006,Mark DeRosa,136,520,78,154,40,2,13,102,['Texas Rangers']
2006,Mark Kotsay,129,502,57,138,29,3,7,55,['Oakland Athletics']
2006,Matt Stairs,117,348,42,86,21,0,13,86,"['Detroit Tigers', 'Kansas City Royals', 'Texas Rangers']"
2006,Miguel Batista,34,60,3,6,1,0,0,31,['Arizona Diamondbacks']
2006,Miguel Cabrera,158,576,112,195,50,2,26,108,['Florida Marlins']
2006,Miguel Cairo,81,222,28,53,12,3,0,31,['New York Yankees']
2006,Miguel Tejada,162,648,99,214,37,0,24,79,['Baltimore Orioles']
2006,Mike Cameron,141,552,88,148,34,9,22,142,['San Diego Padres']
2006,Mike Gonzalez,54,1,0,0,0,0,0,0,['Pittsburgh Pirates']
2006,Mike Mussina,32,4,0,0,0,0,0,1,['New York Yankees']
2006,Mike Piazza,126,399,39,113,19,1,22,66,['San Diego Padres']
2006,Mike Stanton,82,2,0,0,0,0,0,0,"['Washington Nationals', 'San Francisco Giants']"
2006,Mike Sweeney,60,217,23,56,15,0,8,48,['Kansas City Royals']
2006,Mike Timlin,68,0,0,0,0,0,0,0,['Boston Red Sox']
2006,Moises Alou,98,345,52,104,25,1,22,31,['San Francisco Giants']
2006,Nelson Cruz,41,130,15,29,3,0,6,32,['Texas Rangers']
2006,Oliver Perez,23,38,0,4,0,0,0,12,"['New York Mets', 'Pittsburgh Pirates']"
2006,Omar Vizquel,153,579,88,171,22,10,4,51,['San Francisco Giants']
2006,Paul Konerko,152,566,97,177,30,0,35,104,['Chicago White Sox']
2006,Pedro Martinez,23,38,2,4,1,0,0,16,['New York Mets']
2006,Placido Polanco,110,461,58,136,18,1,4,27,['Detroit Tigers']
2006,Ramon Hernandez,144,501,66,138,29,2,23,79,['Baltimore Orioles']
2006,Ramon Martinez,82,176,20,49,7,1,2,20,['Los Angeles Dodgers']
2006,Randy Johnson,33,6,0,1,0,0,0,4,['New York Yankees']
2006,Randy Wolf,13,21,2,4,2,0,0,8,['Philadelphia Phillies']
2006,Raul Ibanez,159,626,103,181,33,5,33,115,['Seattle Mariners']
2006,Reggie Sanders,88,325,45,80,23,1,11,86,['Kansas City Royals']
2006,Rheal Cormier,64,0,0,0,0,0,0,0,"['Cincinnati Reds', 'Philadelphia Phillies']"
2006,Rich Hill,17,30,0,3,1,0,0,11,['Chicago Cubs']
2006,Roberto Hernandez,106,0,0,0,0,0,0,0,"['Pittsburgh Pirates', 'New York Mets', 'Cleveland Indians']"
2006,Robinson Cano,122,482,62,165,41,1,15,54,['New York Yankees']
2006,Roger Clemens,19,27,0,2,1,0,0,11,['Houston Astros']
2006,Roy Halladay,32,3,0,0,0,0,0,2,['Toronto Blue Jays']
2006,Royce Clayton,137,454,49,117,30,1,2,85,"['Washington Nationals', 'Cincinnati Reds']"
2006,Ruben Sierra,14,28,3,5,1,0,0,7,['Minnesota Twins']
2006,Rudy Seanez,49,0,0,0,0,0,0,0,"['San Diego Padres', 'Boston Red Sox']"
2006,Russ Springer,72,0,0,0,0,0,0,0,['Houston Astros']
2006,Ryan Dempster,74,2,0,0,0,0,0,2,['Chicago Cubs']
2006,Ryan Klesko,6,4,0,3,1,0,0,0,['San Diego Padres']
2006,Ryan Zimmerman,157,614,84,176,47,3,20,120,['Washington Nationals']
2006,Sandy Alomar,46,108,8,30,8,0,1,14,"['Los Angeles Dodgers', 'Chicago White Sox']"
2006,Scott Rolen,142,521,94,154,48,1,22,69,['St. Louis Cardinals']
2006,Shin-Soo Choo,49,157,23,44,12,3,3,50,"['Cleveland Indians', 'Seattle Mariners']"
2006,Steve Finley,139,426,66,105,21,12,6,55,['San Francisco Giants']
2006,Steve Kline,72,0,0,0,0,0,0,0,['San Francisco Giants']
2006,Steve Trachsel,30,50,4,7,1,0,1,13,['New York Mets']
2006,Terry Mulholland,5,0,0,0,0,0,0,0,['Arizona Diamondbacks']
2006,Tim Hudson,35,63,4,6,1,0,0,18,['Atlanta Braves']
2006,Tim Wakefield,23,4,0,0,0,0,0,3,['Boston Red Sox']
2006,Todd Helton,145,546,94,165,40,5,15,64,['Colorado Rockies']
2006,Todd Jones,62,0,0,0,0,0,0,0,['Detroit Tigers']
2006,Tom Glavine,32,53,6,9,1,0,0,18,['New York Mets']
2006,Tom Gordon,59,0,0,0,0,0,0,0,['Philadelphia Phillies']
