year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
2006,Tony Armas,30,50,1,3,0,0,0,21,['Washington Nationals']
2006,Tony Gwynn,32,77,5,20,2,1,0,15,['Milwaukee Brewers']
2006,Tony Pena,65,46,12,10,2,0,1,10,"['Arizona Diamondbacks', 'Atlanta Braves']"
2006,Torii Hunter,147,557,86,155,21,2,31,108,['Minnesota Twins']
2006,Trevor Hoffman,65,0,0,0,0,0,0,0,['San Diego Padres']
2006,Victor Martinez,153,572,82,181,37,0,16,78,['Cleveland Indians']
2006,Vinny Castilla,87,275,26,63,10,0,5,49,"['San Diego Padres', 'Colorado Rockies']"
2006,Vladimir Guerrero,156,607,92,200,34,1,33,68,['Los Angeles Angels of Anaheim']
2006,Woody Williams,26,54,3,11,1,0,0,13,['San Diego Padres']
2006,Yadier Molina,129,417,29,90,26,0,6,41,['St. Louis Cardinals']
2006,Zack Greinke,3,0,0,0,0,0,0,0,['Kansas City Royals']
2007,A. J. Burnett,25,2,0,0,0,0,0,0,['Toronto Blue Jays']
2007,A. J. Pierzynski,136,472,54,124,24,0,14,66,['Chicago White Sox']
2007,Adam Eaton,34,62,4,13,1,0,1,22,['Philadelphia Phillies']
2007,Adam Wainwright,37,62,4,18,3,0,1,18,['St. Louis Cardinals']
2007,Adrian Beltre,149,595,87,164,41,2,26,104,['Seattle Mariners']
2007,Alan Embree,68,0,0,0,0,0,0,0,['Oakland Athletics']
2007,Albert Pujols,158,565,99,185,38,1,32,58,['St. Louis Cardinals']
2007,Alberto Castillo,11,31,5,5,2,0,1,10,['Baltimore Orioles']
2007,Alex Gonzalez,110,393,55,107,27,1,16,75,['Cincinnati Reds']
2007,Alex Rodriguez,158,583,143,183,31,0,54,120,['New York Yankees']
2007,Alfonso Soriano,135,579,97,173,42,5,33,130,['Chicago Cubs']
2007,Andrew Miller,13,5,0,0,0,0,0,5,['Detroit Tigers']
2007,Andruw Jones,154,572,83,127,27,2,26,138,['Atlanta Braves']
2007,Andy Pettitte,36,4,0,0,0,0,0,3,['New York Yankees']
2007,Anibal Sanchez,6,11,1,1,0,0,0,7,['Florida Marlins']
2007,Aramis Ramirez,132,506,72,157,35,4,26,66,['Chicago Cubs']
2007,Barry Bonds,126,340,75,94,14,0,28,54,['San Francisco Giants']
2007,Bartolo Colon,19,3,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2007,Bill White,9,0,0,0,0,0,0,0,['Texas Rangers']
2007,Billy Wagner,66,0,0,0,0,0,0,0,['New York Mets']
2007,Bobby Abreu,158,605,123,171,40,5,16,115,['New York Yankees']
2007,Brad Ausmus,117,349,38,82,16,3,3,74,['Houston Astros']
2007,Brandon Phillips,158,650,107,187,26,6,30,109,['Cincinnati Reds']
2007,Brian Anderson,13,17,3,2,1,0,0,7,['Chicago White Sox']
2007,Brian Giles,121,483,72,131,27,2,13,61,['San Diego Padres']
2007,Bronson Arroyo,34,70,5,10,2,0,1,30,['Cincinnati Reds']
2007,Bruce Chen,5,0,0,0,0,0,0,0,['Texas Rangers']
2007,CC Sabathia,34,3,0,2,0,0,0,0,['Cleveland Indians']
2007,Carlos Beltran,144,554,93,153,33,3,33,111,['New York Mets']
2007,Carlos Delgado,139,538,71,139,30,0,24,118,['New York Mets']
2007,Carlos Martinez,2,1,0,0,0,0,0,1,['Florida Marlins']
2007,Chan Ho Park,1,1,0,0,0,0,0,1,['New York Mets']
2007,Chase Utley,132,530,104,176,48,5,22,89,['Philadelphia Phillies']
2007,Chipper Jones,134,513,108,173,42,4,29,75,['Atlanta Braves']
2007,Chris Gomez,92,222,21,66,12,1,1,26,"['Baltimore Orioles', 'Cleveland Indians']"
2007,Cliff Floyd,108,282,40,80,10,1,9,47,['Chicago Cubs']
2007,Cliff Lee,20,5,0,0,0,0,0,2,['Cleveland Indians']
2007,Craig Biggio,141,517,68,130,31,3,10,112,['Houston Astros']
2007,Craig Counsell,122,282,31,62,12,2,3,47,['Milwaukee Brewers']
2007,Curt Schilling,24,2,0,1,0,0,0,1,['Boston Red Sox']
2007,Curtis Granderson,158,612,122,185,38,23,23,141,['Detroit Tigers']
2007,Damion Easley,76,193,24,54,6,0,10,35,['New York Mets']
2007,Dan Meyer,6,0,0,0,0,0,0,0,['Oakland Athletics']
2007,Darren Oliver,61,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2007,Dave Roberts,114,396,61,103,17,9,2,66,['San Francisco Giants']
2007,David Ortiz,149,549,116,182,52,1,35,103,['Boston Red Sox']
2007,David Weathers,70,0,0,0,0,0,0,0,['Cincinnati Reds']
2007,David Wells,29,53,3,8,1,0,0,18,"['Los Angeles Dodgers', 'San Diego Padres']"
2007,Derek Jeter,156,639,102,206,39,4,12,100,['New York Yankees']
2007,Derek Lowe,33,59,2,7,0,0,0,17,['Los Angeles Dodgers']
2007,Eddie Guardado,15,0,0,0,0,0,0,0,['Cincinnati Reds']
2007,Edgar Renteria,124,494,87,164,30,1,12,77,['Atlanta Braves']
2007,Edwin Encarnacion,139,502,66,145,25,1,16,86,['Cincinnati Reds']
2007,Edwin Jackson,32,2,0,1,0,0,0,1,['Tampa Bay Devil Rays']
2007,Eric Chavez,90,341,43,82,21,2,15,76,['Oakland Athletics']
2007,Ervin Santana,28,5,1,1,1,0,0,3,['Los Angeles Angels of Anaheim']
2007,Fernando Rodney,48,0,0,0,0,0,0,0,['Detroit Tigers']
2007,Francisco Rodriguez,64,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2007,Frank Thomas,155,531,63,147,30,0,26,94,['Toronto Blue Jays']
2007,Freddy Garcia,11,17,1,4,1,0,0,7,['Philadelphia Phillies']
2007,Garret Anderson,108,417,67,124,31,1,16,54,['Los Angeles Angels of Anaheim']
2007,Gary Matthews,140,516,79,130,26,3,18,102,['Los Angeles Angels of Anaheim']
2007,Gary Sheffield,133,494,107,131,20,1,25,71,['Detroit Tigers']
2007,Greg Maddux,35,62,2,9,2,0,0,19,['San Diego Padres']
2007,Gregg Zaun,110,331,43,80,24,1,10,55,['Toronto Blue Jays']
2007,Henry Blanco,22,54,3,9,3,0,0,12,['Chicago Cubs']
2007,Ian Kennedy,3,0,0,0,0,0,0,0,['New York Yankees']
2007,Ichiro Suzuki,161,678,111,238,22,7,6,77,['Seattle Mariners']
2007,Ivan Rodriguez,129,502,50,141,31,3,11,96,['Detroit Tigers']
2007,Jack Wilson,135,477,67,141,29,2,12,46,['Pittsburgh Pirates']
2007,Jamey Wright,20,1,0,0,0,0,0,1,['Texas Rangers']
2007,Jamie Moyer,34,73,4,9,2,0,0,26,['Philadelphia Phillies']
2007,Jason Giambi,83,254,31,60,8,0,14,66,['New York Yankees']
2007,Jason Isringhausen,63,0,0,0,0,0,0,0,['St. Louis Cardinals']
2007,Jeff Conine,101,256,25,65,13,1,6,36,"['New York Mets', 'Cincinnati Reds']"
2007,Jeff Kent,136,494,78,149,36,1,20,61,['Los Angeles Dodgers']
2007,Jeff Mathis,59,171,24,36,12,0,4,49,['Los Angeles Angels of Anaheim']
2007,Jeff Suppan,35,61,4,8,0,0,0,16,['Milwaukee Brewers']
2007,Jerry Hairston,73,159,22,30,7,0,3,24,['Texas Rangers']
2007,Jim Edmonds,117,365,39,92,15,2,12,75,['St. Louis Cardinals']
2007,Jim Thome,130,432,79,119,19,0,35,134,['Chicago White Sox']
2007,Jimmy Rollins,162,716,139,212,38,20,30,85,['Philadelphia Phillies']
2007,Joaquin Benoit,70,0,0,0,0,0,0,0,['Texas Rangers']
2007,Joe Nathan,68,0,0,0,0,0,0,0,['Minnesota Twins']
2007,Joe Smith,54,1,0,0,0,0,0,1,['New York Mets']
2007,Joey Votto,24,84,11,27,7,0,4,15,['Cincinnati Reds']
2007,John McDonald,123,327,32,82,20,2,1,48,['Toronto Blue Jays']
2007,John Smoltz,32,54,1,5,1,0,0,19,['Atlanta Braves']
2007,Johnny Damon,141,533,93,144,27,2,12,79,['New York Yankees']
2007,Jon Lester,12,0,0,0,0,0,0,0,['Boston Red Sox']
2007,Jorge Posada,144,506,91,171,42,1,20,98,['New York Yankees']
2007,Jose Bautista,142,532,75,135,36,2,15,101,['Pittsburgh Pirates']
2007,Jose Cruz,91,256,37,60,12,3,6,65,['San Diego Padres']
2007,Jose Mesa,56,0,0,0,0,0,0,0,"['Detroit Tigers', 'Philadelphia Phillies']"
2007,Jose Morales,1,3,1,3,1,0,0,0,['Minnesota Twins']
2007,Jose Reyes,160,681,119,191,36,12,12,78,['New York Mets']
2007,Jose Valentin,51,166,18,40,11,1,3,28,['New York Mets']
2007,Juan Castro,54,89,5,16,5,0,0,21,['Cincinnati Reds']
2007,Juan Uribe,150,513,55,120,18,2,20,112,['Chicago White Sox']
2007,Julian Tavarez,34,4,0,1,0,0,0,3,['Boston Red Sox']
2007,Julio Franco,55,90,8,20,3,0,1,23,"['New York Mets', 'Atlanta Braves']"
2007,Justin Upton,43,140,17,31,8,3,2,37,['Arizona Diamondbacks']
2007,Justin Verlander,32,4,0,0,0,0,0,3,['Detroit Tigers']
2007,Ken Griffey,144,528,78,146,24,1,30,99,['Cincinnati Reds']
2007,Kenny Lofton,136,490,86,145,25,6,7,51,"['Cleveland Indians', 'Texas Rangers']"
2007,Kenny Rogers,11,2,0,0,0,0,0,1,['Detroit Tigers']
2007,Kevin Millwood,31,4,0,0,0,0,0,4,['Texas Rangers']
2007,Kurt Suzuki,68,213,27,53,13,0,7,39,['Oakland Athletics']
2007,Kyle Farnsworth,64,0,0,0,0,0,0,0,['New York Yankees']
2007,Kyle Lohse,35,49,1,8,0,0,0,12,"['Cincinnati Reds', 'Philadelphia Phillies']"
2007,LaTroy Hawkins,62,1,0,0,0,0,0,1,['Colorado Rockies']
2007,Livan Hernandez,34,75,9,16,1,0,1,7,['Arizona Diamondbacks']
2007,Luis Castillo,135,548,91,165,19,5,1,45,"['New York Mets', 'Minnesota Twins']"
2007,Luis Gonzalez,139,464,70,129,23,2,15,56,['Los Angeles Dodgers']
2007,Manny Ramirez,133,483,84,143,33,1,20,92,['Boston Red Sox']
2007,Mariano Rivera,67,0,0,0,0,0,0,0,['New York Yankees']
2007,Mark Buehrle,30,5,0,0,0,0,0,4,['Chicago White Sox']
2007,Mark DeRosa,149,502,64,147,28,3,10,93,['Chicago Cubs']
2007,Mark Kotsay,56,206,20,44,14,0,1,20,['Oakland Athletics']
2007,Mark McLemore,29,0,0,0,0,0,0,0,['Houston Astros']
2007,Matt Stairs,125,357,58,103,28,1,21,66,['Toronto Blue Jays']
2007,Miguel Batista,33,6,0,0,0,0,0,1,['Seattle Mariners']
2007,Miguel Cabrera,157,588,91,188,38,2,34,127,['Florida Marlins']
2007,Miguel Cairo,82,174,20,44,9,2,0,24,"['New York Yankees', 'St. Louis Cardinals']"
2007,Miguel Tejada,133,514,72,152,19,1,18,55,['Baltimore Orioles']
2007,Mike Cameron,151,571,88,138,33,6,21,160,['San Diego Padres']
2007,Mike Gonzalez,18,0,0,0,0,0,0,0,['Atlanta Braves']
2007,Mike Mussina,28,2,0,0,0,0,0,0,['New York Yankees']
2007,Mike Piazza,83,309,33,85,17,1,8,61,['Oakland Athletics']
2007,Mike Stanton,69,2,0,0,0,0,0,0,['Cincinnati Reds']
2007,Mike Sweeney,74,265,26,69,15,1,7,29,['Kansas City Royals']
2007,Mike Timlin,50,0,0,0,0,0,0,0,['Boston Red Sox']
2007,Moises Alou,87,328,51,112,19,1,13,30,['New York Mets']
2007,Nelson Cruz,96,307,35,72,15,2,9,87,['Texas Rangers']
2007,Oliver Perez,29,56,6,9,0,0,0,15,['New York Mets']
2007,Omar Vizquel,145,513,54,126,18,3,4,48,['San Francisco Giants']
2007,Paul Konerko,151,549,71,142,34,0,31,102,['Chicago White Sox']
2007,Pedro Martinez,5,9,1,1,1,0,0,6,['New York Mets']
2007,Placido Polanco,142,587,105,200,36,3,9,30,['Detroit Tigers']
2007,Ramon Hernandez,106,364,40,94,18,0,9,59,['Baltimore Orioles']
2007,Ramon Martinez,67,129,10,25,4,0,0,15,['Los Angeles Dodgers']
2007,Randy Johnson,10,15,0,1,0,0,0,7,['Arizona Diamondbacks']
2007,Randy Wolf,20,30,1,5,2,0,0,13,['Los Angeles Dodgers']
2007,Raul Ibanez,149,573,80,167,35,5,21,97,['Seattle Mariners']
2007,Reggie Sanders,24,73,12,23,7,0,2,15,['Kansas City Royals']
2007,Rheal Cormier,6,0,0,0,0,0,0,0,['Cincinnati Reds']
2007,Rich Hill,32,63,0,8,2,0,0,33,['Chicago Cubs']
2007,Roberto Hernandez,82,4,0,0,0,0,0,3,"['Los Angeles Dodgers', 'Cleveland Indians']"
2007,Robinson Cano,160,617,93,189,41,7,19,85,['New York Yankees']
2007,Roger Clemens,18,2,0,1,0,0,0,0,['New York Yankees']
2007,Roy Halladay,31,4,0,2,0,0,0,2,['Toronto Blue Jays']
2007,Royce Clayton,77,195,24,48,14,0,1,53,"['Boston Red Sox', 'Toronto Blue Jays']"
2007,Rudy Seanez,73,1,0,0,0,0,0,1,['Los Angeles Dodgers']
2007,Russ Springer,76,1,0,0,0,0,0,1,['St. Louis Cardinals']
2007,Ryan Dempster,66,1,0,0,0,0,0,0,['Chicago Cubs']
2007,Ryan Klesko,116,362,51,94,27,3,6,68,['San Francisco Giants']
2007,Ryan Zimmerman,162,653,99,174,43,5,24,125,['Washington Nationals']
2007,Sammy Sosa,114,412,53,104,24,1,21,112,['Texas Rangers']
2007,Sandy Alomar,8,22,1,3,1,0,0,3,['New York Mets']
2007,Scott Rolen,112,392,55,104,24,2,8,56,['St. Louis Cardinals']
2007,Shin-Soo Choo,6,17,5,5,0,0,0,5,['Cleveland Indians']
2007,Steve Finley,43,94,9,17,3,0,1,4,['Colorado Rockies']
2007,Steve Kline,68,1,0,0,0,0,0,1,['San Francisco Giants']
2007,Steve Trachsel,29,12,0,1,0,0,0,4,"['Baltimore Orioles', 'Chicago Cubs']"
2007,Tim Hudson,34,76,6,20,3,0,0,18,['Atlanta Braves']
2007,Tim Wakefield,31,2,0,0,0,0,0,2,['Boston Red Sox']
2007,Todd Helton,154,557,86,178,42,2,17,74,['Colorado Rockies']
2007,Todd Jones,63,0,0,0,0,0,0,0,['Detroit Tigers']
2007,Tom Glavine,35,56,3,12,1,0,0,5,['New York Mets']
2007,Tom Gordon,44,0,0,0,0,0,0,0,['Philadelphia Phillies']
2007,Tony Armas,31,26,0,3,1,0,0,12,['Pittsburgh Pirates']
2007,Tony Gwynn,69,123,13,32,3,2,0,24,['Milwaukee Brewers']
2007,Tony Pena,227,513,59,137,25,7,2,80,"['Arizona Diamondbacks', 'Kansas City Royals']"
2007,Torii Hunter,160,600,94,172,45,1,28,101,['Minnesota Twins']
2007,Trevor Hoffman,61,0,0,0,0,0,0,0,['San Diego Padres']
2007,Tyler Clippard,6,2,0,1,1,0,0,1,['New York Yankees']
2007,Victor Martinez,147,562,78,169,40,0,25,76,['Cleveland Indians']
2007,Vladimir Guerrero,150,574,89,186,45,1,27,62,['Los Angeles Angels of Anaheim']
2007,Woody Williams,34,59,3,6,0,0,1,25,['Houston Astros']
2007,Yadier Molina,111,353,30,97,15,0,6,43,['St. Louis Cardinals']
2007,Zack Greinke,52,1,0,0,0,0,0,1,['Kansas City Royals']
2008,A. J. Burnett,35,3,0,0,0,0,0,1,['Toronto Blue Jays']
2008,A. J. Pierzynski,134,534,66,150,31,1,13,71,['Chicago White Sox']
2008,Adam Eaton,23,28,1,5,2,0,0,6,['Philadelphia Phillies']
2008,Adam Wainwright,25,60,5,16,2,0,1,20,['St. Louis Cardinals']
2008,Adrian Beltre,143,556,74,148,29,1,25,90,['Seattle Mariners']
2008,Alan Embree,70,0,0,0,0,0,0,0,['Oakland Athletics']
2008,Albert Pujols,148,524,100,187,44,0,37,54,['St. Louis Cardinals']
2008,Alberto Castillo,28,0,0,0,0,0,0,0,['Baltimore Orioles']
2008,Alex Rodriguez,138,510,104,154,33,0,35,117,['New York Yankees']
2008,Alfonso Soriano,109,453,76,127,27,0,29,103,['Chicago Cubs']
2008,Andrew Miller,29,30,1,2,0,0,0,16,['Florida Marlins']
2008,Andruw Jones,75,209,21,33,8,1,3,76,['Los Angeles Dodgers']
2008,Andy Pettitte,33,2,0,0,0,0,0,1,['New York Yankees']
2008,Anibal Sanchez,10,17,0,0,0,0,0,7,['Florida Marlins']
2008,Aramis Ramirez,149,554,97,160,44,1,27,94,['Chicago Cubs']
2008,Arthur Rhodes,61,0,0,0,0,0,0,0,"['Florida Marlins', 'Seattle Mariners']"
2008,Bartolo Colon,7,2,0,0,0,0,0,2,['Boston Red Sox']
2008,Bill White,8,0,0,0,0,0,0,0,['Texas Rangers']
2008,Billy Wagner,45,0,0,0,0,0,0,0,['New York Mets']
2008,Bobby Abreu,156,609,100,180,39,4,20,109,['New York Yankees']
2008,Brad Ausmus,81,216,15,47,8,0,3,41,['Houston Astros']
2008,Brandon Phillips,141,559,80,146,24,7,21,93,['Cincinnati Reds']
2008,Brian Anderson,109,181,24,42,13,0,8,45,['Chicago White Sox']
2008,Brian Giles,147,559,81,171,40,4,12,52,['San Diego Padres']
2008,Bronson Arroyo,40,61,4,12,3,0,1,21,['Cincinnati Reds']
2008,CC Sabathia,35,51,4,12,2,0,2,12,"['Cleveland Indians', 'Milwaukee Brewers']"
2008,Carlos Beltran,161,606,116,172,40,5,27,96,['New York Mets']
2008,Carlos Delgado,159,598,96,162,32,1,38,124,['New York Mets']
2008,Chan Ho Park,55,9,0,1,0,0,0,5,['Los Angeles Dodgers']
2008,Charlie Morton,16,17,0,1,1,0,0,9,['Atlanta Braves']
2008,Chase Utley,159,607,113,177,41,4,33,104,['Philadelphia Phillies']
2008,Chipper Jones,128,439,82,160,24,1,22,61,['Atlanta Braves']
2008,Chris Gomez,90,183,26,50,8,0,1,30,['Pittsburgh Pirates']
2008,Cliff Floyd,80,246,32,66,13,0,11,58,['Tampa Bay Rays']
2008,Cliff Lee,31,5,0,0,0,0,0,4,['Cleveland Indians']
2008,Craig Counsell,110,248,31,56,14,1,1,42,['Milwaukee Brewers']
2008,Curtis Granderson,141,553,112,155,26,13,22,111,['Detroit Tigers']
2008,Damion Easley,113,316,33,85,10,2,6,38,['New York Mets']
2008,Dan Meyer,11,0,0,0,0,0,0,0,['Oakland Athletics']
2008,Darren Oliver,54,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2008,Dave Roberts,52,107,18,24,2,2,0,18,['San Francisco Giants']
2008,David Ortiz,109,416,74,110,30,1,23,74,['Boston Red Sox']
2008,David Weathers,72,0,0,0,0,0,0,0,['Cincinnati Reds']
2008,Derek Jeter,150,596,88,179,25,3,11,85,['New York Yankees']
2008,Derek Lowe,34,65,4,9,0,0,0,20,['Los Angeles Dodgers']
2008,Eddie Guardado,65,0,0,0,0,0,0,0,"['Minnesota Twins', 'Texas Rangers']"
2008,Edgar Renteria,138,503,69,136,22,2,10,64,['Detroit Tigers']
2008,Edwin Encarnacion,146,506,75,127,29,1,26,102,['Cincinnati Reds']
2008,Edwin Jackson,32,4,0,0,0,0,0,1,['Tampa Bay Rays']
2008,Eric Chavez,23,89,10,22,7,0,2,18,['Oakland Athletics']
2008,Ervin Santana,32,6,0,0,0,0,0,2,['Los Angeles Angels of Anaheim']
2008,Fernando Rodney,38,0,0,0,0,0,0,0,['Detroit Tigers']
2008,Francisco Rodriguez,76,0,0,0,0,0,0,0,['Los Angeles Angels of Anaheim']
2008,Frank Thomas,71,246,27,59,7,1,8,57,"['Oakland Athletics', 'Toronto Blue Jays']"
2008,Freddy Garcia,3,0,0,0,0,0,0,0,['Detroit Tigers']
2008,Garret Anderson,145,557,66,163,27,3,15,77,['Los Angeles Angels of Anaheim']
2008,Gary Matthews,127,426,53,103,19,3,8,95,['Los Angeles Angels of Anaheim']
2008,Gary Sheffield,114,418,52,94,16,0,19,83,['Detroit Tigers']
2008,Greg Maddux,34,55,1,6,0,0,0,15,"['Los Angeles Dodgers', 'San Diego Padres']"
2008,Gregg Zaun,86,245,29,58,12,0,6,38,['Toronto Blue Jays']
2008,Henry Blanco,58,120,15,35,3,0,3,22,['Chicago Cubs']
2008,Ian Kennedy,10,0,0,0,0,0,0,0,['New York Yankees']
2008,Ichiro Suzuki,162,686,103,213,20,7,6,65,['Seattle Mariners']
2008,Ivan Rodriguez,115,398,44,110,20,3,7,67,"['Detroit Tigers', 'New York Yankees']"
2008,J. T. Snow,1,0,0,0,0,0,0,0,['San Francisco Giants']
2008,Jack Wilson,87,305,24,83,18,1,1,27,['Pittsburgh Pirates']
2008,Jamey Wright,75,0,0,0,0,0,0,0,['Texas Rangers']
2008,Jamie Moyer,33,51,4,4,1,0,0,19,['Philadelphia Phillies']
2008,Jason Giambi,145,458,68,113,19,1,32,111,['New York Yankees']
2008,Jason Isringhausen,42,2,0,0,0,0,0,1,['St. Louis Cardinals']
2008,Jeff Kent,121,440,42,123,23,1,12,52,['Los Angeles Dodgers']
2008,Jeff Mathis,94,283,35,55,8,0,9,90,['Los Angeles Angels of Anaheim']
2008,Jeff Suppan,33,50,2,7,1,0,0,13,['Milwaukee Brewers']
2008,Jerry Hairston,80,261,47,85,20,2,6,36,['Cincinnati Reds']
2008,Jim Edmonds,111,340,53,80,19,2,20,82,"['San Diego Padres', 'Chicago Cubs']"
2008,Jim Thome,149,503,93,123,28,0,34,147,['Chicago White Sox']
2008,Jimmy Rollins,137,556,76,154,38,9,11,55,['Philadelphia Phillies']
2008,Joaquin Benoit,44,0,0,0,0,0,0,0,['Texas Rangers']
2008,Joe Nathan,68,0,0,0,0,0,0,0,['Minnesota Twins']
2008,Joe Smith,82,1,0,0,0,0,0,1,['New York Mets']
2008,Joey Votto,151,526,69,156,32,3,24,102,['Cincinnati Reds']
2008,John McDonald,84,186,21,39,8,0,1,25,['Toronto Blue Jays']
2008,John Smoltz,6,8,0,0,0,0,0,2,['Atlanta Braves']
2008,Johnny Damon,143,555,95,168,27,5,17,82,['New York Yankees']
2008,Jon Lester,33,5,0,0,0,0,0,2,['Boston Red Sox']
2008,Jorge Posada,51,168,18,45,13,1,3,38,['New York Yankees']
2008,Jose Bautista,128,370,45,88,17,0,15,91,"['Toronto Blue Jays', 'Pittsburgh Pirates']"
2008,Jose Cruz,38,49,6,6,1,0,0,9,['Houston Astros']
2008,Jose Reyes,159,688,113,204,37,19,16,82,['New York Mets']
2008,Juan Castro,61,161,16,31,6,0,2,26,"['Baltimore Orioles', 'Cincinnati Reds']"
2008,Juan Uribe,110,324,38,80,22,1,7,64,['Chicago White Sox']
2008,Julian Tavarez,52,0,0,0,0,0,0,0,"['Boston Red Sox', 'Atlanta Braves', 'Milwaukee Brewers']"
2008,Justin Upton,108,356,52,89,19,6,15,121,['Arizona Diamondbacks']
2008,Justin Verlander,33,5,0,0,0,0,0,3,['Detroit Tigers']
2008,Ken Griffey,143,490,67,122,30,1,18,89,"['Chicago White Sox', 'Cincinnati Reds']"
2008,Kenny Rogers,30,1,0,0,0,0,0,1,['Detroit Tigers']
2008,Kent Mercker,15,0,0,0,0,0,0,0,['Cincinnati Reds']
2008,Kevin Millwood,29,4,1,1,1,0,0,2,['Texas Rangers']
2008,Kurt Suzuki,148,530,54,148,25,1,7,69,['Oakland Athletics']
2008,Kyle Farnsworth,61,0,0,0,0,0,0,0,"['Detroit Tigers', 'New York Yankees']"
2008,Kyle Lohse,33,63,1,7,1,0,0,20,['St. Louis Cardinals']
2008,LaTroy Hawkins,57,0,0,0,0,0,0,0,"['New York Yankees', 'Houston Astros']"
2008,Livan Hernandez,31,19,1,5,0,0,0,1,"['Colorado Rockies', 'Minnesota Twins']"
2008,Luis Castillo,87,298,46,73,7,1,3,35,['New York Mets']
2008,Luis Gonzalez,136,341,30,89,26,1,8,43,['Florida Marlins']
2008,Manny Ramirez,153,552,102,183,36,1,37,124,"['Los Angeles Dodgers', 'Boston Red Sox']"
2008,Mariano Rivera,64,0,0,0,0,0,0,0,['New York Yankees']
2008,Mark Buehrle,34,6,0,1,0,0,0,3,['Chicago White Sox']
2008,Mark DeRosa,149,505,103,144,30,3,21,106,['Chicago Cubs']
2008,Mark Kotsay,110,402,45,111,25,4,6,45,"['Boston Red Sox', 'Atlanta Braves']"
2008,Matt Stairs,121,337,46,85,12,1,13,90,"['Toronto Blue Jays', 'Philadelphia Phillies']"
2008,Miguel Batista,44,0,0,0,0,0,0,0,['Seattle Mariners']
2008,Miguel Cabrera,160,616,85,180,36,2,37,126,['Detroit Tigers']
2008,Miguel Cairo,108,221,34,55,14,2,0,32,['Seattle Mariners']
2008,Miguel Tejada,158,632,92,179,38,3,13,72,['Houston Astros']
2008,Mike Cameron,120,444,69,108,25,2,25,142,['Milwaukee Brewers']
2008,Mike Gonzalez,36,1,0,0,0,0,0,0,['Atlanta Braves']
2008,Mike Hampton,13,24,3,5,2,0,0,11,['Atlanta Braves']
2008,Mike Mussina,34,5,0,1,0,0,0,0,['New York Yankees']
2008,Mike Sweeney,42,126,13,36,8,0,2,6,['Oakland Athletics']
2008,Mike Timlin,47,0,0,0,0,0,0,0,['Boston Red Sox']
2008,Moises Alou,15,49,4,17,2,0,0,4,['New York Mets']
2008,Nelson Cruz,31,115,19,38,9,1,7,28,['Texas Rangers']
2008,Oliver Perez,34,56,2,6,1,0,0,23,['New York Mets']
2008,Omar Vizquel,92,266,24,59,10,1,0,29,['San Francisco Giants']
2008,Paul Konerko,122,438,59,105,19,1,22,80,['Chicago White Sox']
2008,Pedro Martinez,20,39,3,6,1,0,0,15,['New York Mets']
2008,Placido Polanco,141,580,90,178,34,3,8,43,['Detroit Tigers']
2008,Ramon Hernandez,133,463,49,119,22,1,15,62,['Baltimore Orioles']
2008,Ramon Martinez,7,16,0,4,3,0,0,3,['New York Mets']
2008,Randy Johnson,30,50,2,7,1,0,0,26,['Arizona Diamondbacks']
2008,Randy Wolf,36,58,6,8,1,0,0,23,"['San Diego Padres', 'Houston Astros']"
2008,Raul Ibanez,162,635,85,186,43,3,23,110,['Seattle Mariners']
2008,Rich Hill,5,7,0,0,0,0,0,2,['Chicago Cubs']
2008,Roberto Hernandez,22,3,0,0,0,0,0,1,['Cleveland Indians']
2008,Robinson Cano,159,597,70,162,35,3,14,65,['New York Yankees']
2008,Roy Halladay,34,4,0,0,0,0,0,2,['Toronto Blue Jays']
2008,Rudy Seanez,42,0,0,0,0,0,0,0,['Philadelphia Phillies']
2008,Russ Springer,70,0,0,0,0,0,0,0,['St. Louis Cardinals']
2008,Ryan Dempster,33,61,4,10,2,0,0,19,['Chicago Cubs']
2008,Ryan Zimmerman,106,428,51,121,24,1,14,71,['Washington Nationals']
2008,Scott Rolen,115,408,58,107,30,3,11,71,['Toronto Blue Jays']
2008,Shin-Soo Choo,94,317,68,98,28,3,14,78,['Cleveland Indians']
2008,Steve Trachsel,10,0,0,0,0,0,0,0,['Baltimore Orioles']
2008,Tim Hudson,23,41,2,6,1,0,0,14,['Atlanta Braves']
2008,Tim Wakefield,30,3,0,0,0,0,0,3,['Boston Red Sox']
2008,Todd Helton,83,299,39,79,16,0,7,50,['Colorado Rockies']
2008,Todd Jones,45,0,0,0,0,0,0,0,['Detroit Tigers']
2008,Tom Glavine,14,19,2,2,0,0,0,5,['Atlanta Braves']
2008,Tom Gordon,34,0,0,0,0,0,0,0,['Philadelphia Phillies']
2008,Tony Armas,3,3,0,0,0,0,0,0,['New York Mets']
2008,Tony Gwynn,29,42,5,8,1,0,0,7,['Milwaukee Brewers']
2008,Tony Pena,167,225,22,38,4,1,1,49,"['Arizona Diamondbacks', 'Kansas City Royals']"
2008,Torii Hunter,146,551,85,153,37,2,21,108,['Los Angeles Angels of Anaheim']
2008,Trevor Hoffman,48,0,0,0,0,0,0,0,['San Diego Padres']
