year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
2004,Marquis Grissom,142,3657,341,3,2,['OF'],['San Francisco Giants']
2004,Matt Stairs,101,2379,339,16,5,"['OF', '1B']",['Kansas City Royals']
2004,Michael Jackson,45,140,2,8,0,['P'],['Chicago White Sox']
2004,Miguel Batista,38,596,18,30,1,['P'],['Toronto Blue Jays']
2004,Miguel Cabrera,158,4080,262,13,9,['OF'],['Florida Marlins']
2004,Miguel Cairo,125,2797,201,293,8,"['2B', '1B', '3B', 'SS']",['New York Yankees']
2004,Miguel Tejada,162,4265,263,526,24,['SS'],['Baltimore Orioles']
2004,Mike Cameron,135,3552,354,6,8,['OF'],['New York Mets']
2004,Mike Fetters,23,56,2,2,1,['P'],['Arizona Diamondbacks']
2004,Mike Gonzalez,47,130,1,5,1,['P'],['Pittsburgh Pirates']
2004,Mike Hampton,29,517,13,37,2,['P'],['Atlanta Braves']
2004,Mike Mussina,27,494,11,28,2,['P'],['New York Yankees']
2004,Mike Ryan,15,243,18,0,1,['OF'],['Minnesota Twins']
2004,Mike Stanton,83,231,4,14,0,['P'],['New York Mets']
2004,Mike Timlin,76,229,9,6,0,['P'],['Boston Red Sox']
2004,Moises Alou,154,4015,240,7,8,['OF'],['Chicago Cubs']
2004,Oliver Perez,30,588,7,21,0,['P'],['Pittsburgh Pirates']
2004,Omar Vizquel,147,3735,200,396,11,['SS'],['Cleveland Indians']
2004,Pat Borders,38,776,203,18,4,['C'],"['Minnesota Twins', 'Seattle Mariners']"
2004,Paul Konerko,139,3533,1150,78,6,['1B'],['Chicago White Sox']
2004,Pedro Martinez,33,651,16,16,1,['P'],['Boston Red Sox']
2004,Placido Polanco,122,3120,279,330,3,"['2B', '3B']",['Philadelphia Phillies']
2004,Rafael Palmeiro,130,3413,1090,95,8,['1B'],['Baltimore Orioles']
2004,Ramon Hernandez,108,2776,753,35,6,['C'],['San Diego Padres']
2004,Ramon Martinez,103,1983,95,201,9,"['2B', '3B', 'SS']",['Chicago Cubs']
2004,Randy Johnson,35,737,5,20,0,['P'],['Arizona Diamondbacks']
2004,Randy Wolf,23,410,8,15,2,['P'],['Philadelphia Phillies']
2004,Raul Ibanez,122,3137,286,12,5,"['OF', '1B']",['Seattle Mariners']
2004,Reggie Sanders,119,2848,198,6,4,['OF'],['St. Louis Cardinals']
2004,Rheal Cormier,84,243,13,14,0,['P'],['Philadelphia Phillies']
2004,Roberto Alomar,41,919,71,85,4,['2B'],"['Arizona Diamondbacks', 'Chicago White Sox']"
2004,Roberto Hernandez,63,170,8,11,1,['P'],['Philadelphia Phillies']
2004,Robin Ventura,52,819,227,25,0,"['1B', '3B', 'P']",['Los Angeles Dodgers']
2004,Roger Clemens,33,643,12,24,0,['P'],['Houston Astros']
2004,Roy Halladay,21,399,10,21,1,['P'],['Toronto Blue Jays']
2004,Royce Clayton,144,3723,213,417,9,['SS'],['Colorado Rockies']
2004,Ruben Sierra,29,544,41,1,1,['OF'],['New York Yankees']
2004,Rudy Seanez,39,138,6,4,1,['P'],"['Florida Marlins', 'Kansas City Royals']"
2004,Russ Springer,16,41,1,2,0,['P'],['Houston Astros']
2004,Ryan Dempster,23,62,4,2,0,['P'],['Chicago Cubs']
2004,Sammy Sosa,124,3293,238,5,4,['OF'],['Chicago Cubs']
2004,Sandy Alomar,49,1131,278,15,3,['C'],['Chicago White Sox']
2004,Scott Rolen,141,3684,93,325,10,['3B'],['St. Louis Cardinals']
2004,Steve Finley,158,4143,359,5,3,['OF'],"['Arizona Diamondbacks', 'Los Angeles Dodgers']"
2004,Steve Kline,67,151,4,10,0,['P'],['St. Louis Cardinals']
2004,Steve Trachsel,33,608,13,37,0,['P'],['New York Mets']
2004,Terry Mulholland,39,370,6,13,3,['P'],['Minnesota Twins']
2004,Tim Hudson,27,566,22,26,1,['P'],['Oakland Athletics']
2004,Tim Raines,38,658,61,2,0,['OF'],['Baltimore Orioles']
2004,Tim Wakefield,32,565,12,27,4,['P'],['Boston Red Sox']
2004,Tino Martinez,114,2879,876,67,3,['1B'],['Tampa Bay Devil Rays']
2004,Todd Helton,153,3962,1356,144,4,['1B'],['Colorado Rockies']
2004,Todd Jones,78,247,4,7,2,['P'],"['Cincinnati Reds', 'Philadelphia Phillies']"
2004,Todd Zeile,116,2178,436,96,10,"['C', '1B', '3B', 'P']",['New York Mets']
2004,Tom Glavine,33,637,10,49,1,['P'],['New York Mets']
2004,Tom Gordon,80,269,6,13,1,['P'],['New York Yankees']
2004,Tony Armas,16,216,2,13,0,['P'],['Montreal Expos']
2004,Torii Hunter,126,3300,311,5,4,['OF'],['Minnesota Twins']
2004,Trevor Hoffman,55,164,2,6,0,['P'],['San Diego Padres']
2004,Vinny Castilla,148,3860,124,316,6,['3B'],['Colorado Rockies']
2004,Vladimir Guerrero,143,3702,308,13,9,['OF'],['Anaheim Angels']
2004,Woody Williams,31,569,20,31,3,['P'],['St. Louis Cardinals']
2004,Yadier Molina,51,1032,256,16,2,['C'],['St. Louis Cardinals']
2004,Zack Greinke,24,435,13,15,0,['P'],['Kansas City Royals']
2005,A. J. Burnett,32,627,11,18,2,['P'],['Florida Marlins']
2005,A. J. Pierzynski,128,3353,803,48,1,['C'],['Chicago White Sox']
2005,Adam Eaton,24,386,7,16,1,['P'],['San Diego Padres']
2005,Adam Wainwright,2,6,0,0,0,['P'],['St. Louis Cardinals']
2005,Adrian Beltre,155,3977,140,271,14,['3B'],['Seattle Mariners']
2005,Al Leiter,33,427,3,17,1,['P'],"['Florida Marlins', 'New York Yankees']"
2005,Alan Embree,67,156,2,8,1,['P'],"['Boston Red Sox', 'New York Yankees']"
2005,Albert Pujols,157,4076,1597,97,14,['1B'],['St. Louis Cardinals']
2005,Alberto Castillo,35,840,237,10,2,['C'],"['Oakland Athletics', 'Kansas City Royals']"
2005,Alex Gonzalez,234,5841,299,558,32,"['3B', 'SS']","['Florida Marlins', 'Tampa Bay Devil Rays']"
2005,Alex Rodriguez,164,4172,116,290,12,"['3B', 'SS']",['New York Yankees']
2005,Alfonso Soriano,153,4053,284,448,21,['2B'],['Texas Rangers']
2005,Andruw Jones,159,4099,365,11,2,['OF'],['Atlanta Braves']
2005,Andy Pettitte,33,667,12,40,1,['P'],['Houston Astros']
2005,Aramis Ramirez,119,3061,70,218,16,['3B'],['Chicago Cubs']
2005,Arthur Rhodes,47,130,3,4,1,['P'],['Cleveland Indians']
2005,B. J. Surhoff,78,1795,225,11,2,"['OF', '1B']",['Baltimore Orioles']
2005,Barry Bonds,13,285,18,0,0,['OF'],['San Francisco Giants']
2005,Bartolo Colon,33,668,8,16,0,['P'],['Los Angeles Angels of Anaheim']
2005,Benito Santiago,6,145,43,0,0,['C'],['Pittsburgh Pirates']
2005,Bernie Williams,112,2588,226,6,2,['OF'],['New York Yankees']
2005,Billy Wagner,75,233,4,6,0,['P'],['Philadelphia Phillies']
2005,Bobby Abreu,158,4092,266,7,4,['OF'],['Philadelphia Phillies']
2005,Brad Ausmus,136,3203,885,66,1,"['C', '2B', 'SS']",['Houston Astros']
2005,Brandon Phillips,3,63,6,6,1,"['2B', 'SS']",['Cleveland Indians']
2005,Brian Anderson,18,347,21,5,0,"['OF', 'P']","['Chicago White Sox', 'Kansas City Royals']"
2005,Brian Giles,155,4062,329,6,4,['OF'],['San Diego Padres']
2005,Bronson Arroyo,35,616,21,21,2,['P'],['Boston Red Sox']
2005,Bruce Chen,34,592,10,25,2,['P'],['Baltimore Orioles']
2005,CC Sabathia,31,590,2,17,2,['P'],['Cleveland Indians']
2005,Carlos Beltran,150,3868,378,5,4,['OF'],['New York Mets']
2005,Carlos Delgado,141,3618,1147,83,14,['1B'],['Florida Marlins']
2005,Chan Ho Park,30,466,11,37,1,['P'],"['San Diego Padres', 'Texas Rangers']"
2005,Chase Utley,143,3750,341,385,16,"['2B', '1B']",['Philadelphia Phillies']
2005,Chipper Jones,101,2491,80,169,5,['3B'],['Atlanta Braves']
2005,Chris Gomez,87,1547,299,86,5,"['2B', '1B', '3B', 'SS']",['Baltimore Orioles']
2005,Cliff Lee,32,606,5,10,3,['P'],['Cleveland Indians']
2005,Craig Biggio,141,3517,250,396,16,['2B'],['Houston Astros']
2005,Craig Counsell,144,3736,305,459,8,"['2B', 'SS']",['Arizona Diamondbacks']
2005,Curt Schilling,32,280,7,7,2,['P'],['Boston Red Sox']
2005,Curtis Granderson,45,1124,129,2,0,['OF'],['Detroit Tigers']
2005,Damion Easley,86,1818,132,191,9,"['2B', '3B', 'SS']",['Florida Marlins']
2005,Dave Roberts,109,2702,235,4,2,['OF'],['San Diego Padres']
2005,David Ortiz,10,234,69,11,2,['1B'],['Boston Red Sox']
2005,David Weathers,73,233,2,4,0,['P'],['Cincinnati Reds']
2005,David Wells,30,552,3,19,3,['P'],['Boston Red Sox']
2005,Derek Jeter,157,4058,262,454,15,['SS'],['New York Yankees']
2005,Derek Lowe,35,666,21,48,1,['P'],['Los Angeles Dodgers']
2005,Eddie Guardado,58,169,2,4,1,['P'],['Seattle Mariners']
2005,Edgar Renteria,153,3879,227,398,30,['SS'],['Boston Red Sox']
2005,Edwin Jackson,7,86,0,2,0,['P'],['Los Angeles Dodgers']
2005,Eric Chavez,153,4045,121,302,15,['3B'],['Oakland Athletics']
2005,Eric Young,39,836,78,26,3,"['OF', '2B']",['San Diego Padres']
2005,Ervin Santana,23,401,10,10,0,['P'],['Los Angeles Angels of Anaheim']
2005,Fernando Rodney,39,132,3,3,1,['P'],['Detroit Tigers']
2005,Francisco Rodriguez,66,202,7,4,1,['P'],['Los Angeles Angels of Anaheim']
2005,Freddy Garcia,33,684,18,29,0,['P'],['Chicago White Sox']
2005,Garret Anderson,106,2760,201,4,5,['OF'],['Los Angeles Angels of Anaheim']
2005,Gary Matthews,123,3227,317,7,6,['OF'],['Texas Rangers']
2005,Gary Sheffield,131,3298,239,5,3,['OF'],['New York Yankees']
2005,Greg Maddux,35,675,19,49,3,['P'],['Chicago Cubs']
2005,Greg Myers,4,75,20,1,0,['C'],['Toronto Blue Jays']
2005,Gregg Zaun,132,3264,761,49,8,['C'],['Toronto Blue Jays']
2005,Henry Blanco,54,1267,407,31,1,['C'],['Chicago Cubs']
2005,Ichiro Suzuki,158,4165,381,10,2,['OF'],['Seattle Mariners']
2005,Ivan Rodriguez,123,3098,702,60,4,['C'],['Detroit Tigers']
2005,Jack Wilson,157,4080,246,523,14,['SS'],['Pittsburgh Pirates']
2005,Jamey Wright,34,514,11,24,2,['P'],['Colorado Rockies']
2005,Jamie Moyer,32,600,18,28,0,['P'],['Seattle Mariners']
2005,Jason Giambi,78,1680,581,19,7,['1B'],['New York Yankees']
2005,Jason Isringhausen,63,177,4,10,1,['P'],['St. Louis Cardinals']
2005,Jeff Conine,106,2027,352,19,7,"['OF', '1B']",['Florida Marlins']
2005,Jeff Fassero,48,273,7,24,0,['P'],['San Francisco Giants']
2005,Jeff Kent,154,3873,376,430,18,"['2B', '1B']",['Los Angeles Dodgers']
2005,Jeff Mathis,3,15,4,0,0,['C'],['Los Angeles Angels of Anaheim']
2005,Jeff Suppan,32,583,12,28,1,['P'],['St. Louis Cardinals']
2005,Jerry Hairston,107,2458,184,115,7,"['OF', '2B', 'SS']",['Chicago Cubs']
2005,Jim Edmonds,139,3460,318,6,2,['OF'],['St. Louis Cardinals']
2005,Jim Thome,52,1308,405,30,0,['1B'],['Philadelphia Phillies']
2005,Jimmy Rollins,157,4068,207,411,12,['SS'],['Philadelphia Phillies']
2005,Joaquin Benoit,32,261,2,7,0,['P'],['Texas Rangers']
2005,Joe Nathan,69,210,2,6,1,['P'],['Minnesota Twins']
2005,John Franco,31,45,0,0,0,['P'],['Houston Astros']
2005,John McDonald,68,1325,83,173,8,"['2B', '3B', 'SS']","['Detroit Tigers', 'Toronto Blue Jays']"
2005,John Olerud,80,1293,416,40,1,['1B'],['Boston Red Sox']
2005,John Smoltz,33,689,22,31,0,['P'],['Atlanta Braves']
2005,Johnny Damon,147,3675,394,5,6,['OF'],['Boston Red Sox']
2005,Jorge Posada,133,3230,718,76,3,['C'],['New York Yankees']
2005,Jose Bautista,8,176,6,14,1,['3B'],['Pittsburgh Pirates']
2005,Jose Cruz,107,2600,200,5,7,['OF'],"['Arizona Diamondbacks', 'Los Angeles Dodgers', 'Boston Red Sox']"
2005,Jose Mesa,55,170,2,13,1,['P'],['Pittsburgh Pirates']
2005,Jose Reyes,161,4195,236,428,18,['SS'],['New York Mets']
2005,Jose Santiago,4,17,0,2,0,['P'],['New York Mets']
2005,Jose Valentin,52,1130,54,56,8,"['OF', '3B', 'SS']",['Los Angeles Dodgers']
2005,Jose Vizcaino,61,972,104,86,5,"['2B', '1B', '3B', 'SS']",['Houston Astros']
2005,Juan Castro,100,2144,115,263,9,"['2B', '3B', 'SS']",['Minnesota Twins']
2005,Juan Uribe,146,3880,249,422,16,['SS'],['Chicago White Sox']
2005,Julian Tavarez,74,197,3,7,0,['P'],['St. Louis Cardinals']
2005,Julio Franco,62,1270,450,37,5,['1B'],['Atlanta Braves']
2005,Justin Verlander,2,34,2,2,1,['P'],['Detroit Tigers']
2005,Ken Griffey,124,3197,285,6,3,['OF'],['Cincinnati Reds']
2005,Kenny Lofton,97,2223,201,7,4,['OF'],['Philadelphia Phillies']
2005,Kenny Rogers,30,586,18,47,1,['P'],['Texas Rangers']
2005,Kent Mercker,78,185,0,11,2,['P'],['Cincinnati Reds']
2005,Kevin Brown,13,220,4,8,1,['P'],['New York Yankees']
2005,Kevin Millwood,30,576,8,17,0,['P'],['Cleveland Indians']
2005,Kyle Farnsworth,72,210,4,7,1,['P'],"['Detroit Tigers', 'Atlanta Braves']"
2005,Kyle Lohse,31,536,13,27,0,['P'],['Minnesota Twins']
2005,LaTroy Hawkins,66,169,3,8,2,['P'],"['San Francisco Giants', 'Chicago Cubs']"
2005,Larry Walker,83,1961,108,5,2,['OF'],['St. Louis Cardinals']
2005,Lenny Harris,5,22,3,0,0,"['OF', '1B', '3B']",['Florida Marlins']
2005,Livan Hernandez,35,739,16,45,1,['P'],['Washington Nationals']
2005,Luis Castillo,120,3037,245,352,7,['2B'],['Florida Marlins']
2005,Luis Gonzalez,282,6505,478,247,7,"['1B', '3B', 'OF', '2B', 'SS']","['Arizona Diamondbacks', 'Colorado Rockies']"
2005,Manny Ramirez,149,3675,243,17,7,['OF'],['Boston Red Sox']
2005,Mariano Rivera,71,235,7,22,0,['P'],['New York Yankees']
2005,Mark Buehrle,33,710,13,45,2,['P'],['Chicago White Sox']
2005,Mark DeRosa,64,1149,81,64,3,"['1B', '3B', 'OF', '2B', 'SS']",['Texas Rangers']
2005,Mark Kotsay,137,3553,299,7,4,['OF'],['Oakland Athletics']
2005,Marquis Grissom,36,905,69,0,1,['OF'],['San Francisco Giants']
2005,Matt Stairs,79,1830,517,37,4,"['OF', '1B']",['Kansas City Royals']
2005,Miguel Batista,71,224,2,6,1,['P'],['Toronto Blue Jays']
2005,Miguel Cabrera,163,4031,210,58,7,"['OF', '3B']",['Florida Marlins']
2005,Miguel Cairo,96,2172,199,216,7,"['2B', '1B', '3B', 'OF']",['New York Mets']
2005,Miguel Tejada,160,4184,252,479,22,['SS'],['Baltimore Orioles']
2005,Mike Cameron,76,2016,151,3,6,['OF'],['New York Mets']
2005,Mike Gonzalez,51,150,1,6,0,['P'],['Pittsburgh Pirates']
2005,Mike Hampton,12,208,2,11,2,['P'],['Atlanta Braves']
2005,Mike Mussina,30,539,9,24,4,['P'],['New York Yankees']
2005,Mike Ryan,26,528,30,2,0,"['OF', '3B']",['Minnesota Twins']
2005,Mike Stanton,59,128,2,13,0,['P'],"['Boston Red Sox', 'Washington Nationals', 'New York Yankees']"
2005,Mike Timlin,81,241,6,12,1,['P'],['Boston Red Sox']
2005,Moises Alou,117,2966,222,5,8,['OF'],['San Francisco Giants']
2005,Nelson Cruz,8,54,4,0,0,['OF'],['Milwaukee Brewers']
2005,Oliver Perez,20,309,2,10,1,['P'],['Pittsburgh Pirates']
2005,Omar Vizquel,150,3877,234,426,8,['SS'],['San Francisco Giants']
2005,Pat Borders,39,939,174,16,2,['C'],['Seattle Mariners']
2005,Paul Konerko,146,3818,1321,82,5,['1B'],['Chicago White Sox']
2005,Pedro Martinez,31,651,6,19,0,['P'],['New York Mets']
2005,Placido Polanco,128,3120,264,344,3,"['OF', '2B', '3B', 'SS']","['Detroit Tigers', 'Philadelphia Phillies']"
2005,Rafael Palmeiro,93,2245,747,58,4,['1B'],['Baltimore Orioles']
2005,Ramon Hernandez,97,2418,640,36,8,['C'],['San Diego Padres']
2005,Ramon Martinez,36,709,105,52,5,"['2B', '1B', '3B', 'SS']","['Detroit Tigers', 'Philadelphia Phillies']"
2005,Randy Johnson,34,677,2,26,2,['P'],['New York Yankees']
2005,Randy Wolf,13,240,3,8,0,['P'],['Philadelphia Phillies']
2005,Raul Ibanez,62,1566,132,9,2,"['OF', '1B']",['Seattle Mariners']
2005,Reggie Sanders,81,1926,108,6,2,['OF'],['St. Louis Cardinals']
2005,Rheal Cormier,57,142,4,10,0,['P'],['Philadelphia Phillies']
2005,Rich Hill,10,71,1,1,0,['P'],['Chicago Cubs']
2005,Roberto Hernandez,67,209,1,16,0,['P'],['New York Mets']
2005,Robinson Cano,131,3428,258,391,17,['2B'],['New York Yankees']
2005,Roger Clemens,32,634,8,36,1,['P'],['Houston Astros']
2005,Roy Halladay,19,425,9,24,1,['P'],['Toronto Blue Jays']
2005,Royce Clayton,141,3532,180,404,11,['SS'],['Arizona Diamondbacks']
2005,Ruben Sierra,18,354,23,0,1,['OF'],['New York Yankees']
2005,Rudy Seanez,57,181,4,5,0,['P'],['San Diego Padres']
2005,Russ Springer,62,177,1,7,0,['P'],['Houston Astros']
2005,Ryan Dempster,63,276,3,17,0,['P'],['Chicago Cubs']
2005,Ryan Zimmerman,15,360,9,30,2,"['3B', 'SS']",['Washington Nationals']
2005,Sammy Sosa,66,1731,121,3,3,['OF'],['Baltimore Orioles']
2005,Sandy Alomar,46,947,231,6,2,['C'],['Texas Rangers']
2005,Scott Rolen,56,1458,22,150,6,['3B'],['St. Louis Cardinals']
2005,Shin-Soo Choo,5,117,16,0,0,['OF'],['Seattle Mariners']
2005,Steve Finley,104,2687,266,5,4,['OF'],['Los Angeles Angels of Anaheim']
2005,Steve Kline,67,183,2,14,1,['P'],['Baltimore Orioles']
2005,Steve Trachsel,6,111,2,8,1,['P'],['New York Mets']
2005,Terry Mulholland,49,177,3,9,0,['P'],['Minnesota Twins']
2005,Tim Hudson,29,576,27,36,1,['P'],['Atlanta Braves']
2005,Tim Wakefield,33,676,30,20,2,['P'],['Boston Red Sox']
2005,Tino Martinez,122,2312,797,49,8,['1B'],['New York Yankees']
2005,Todd Helton,144,3689,1237,120,5,['1B'],['Colorado Rockies']
2005,Todd Jones,68,219,5,13,1,['P'],['Florida Marlins']
2005,Tom Glavine,33,634,12,43,0,['P'],['New York Mets']
2005,Tom Gordon,79,242,7,13,1,['P'],['New York Yankees']
2005,Tony Armas,19,304,7,14,2,['P'],['Washington Nationals']
2005,Torii Hunter,93,2440,218,9,3,['OF'],['Minnesota Twins']
2005,Trevor Hoffman,60,173,3,5,1,['P'],['San Diego Padres']
2005,Vinny Castilla,138,3514,142,209,11,['3B'],['Washington Nationals']
2005,Vladimir Guerrero,120,3120,242,8,3,['OF'],['Los Angeles Angels of Anaheim']
2005,Woody Williams,28,479,11,18,0,['P'],['San Diego Padres']
2005,Yadier Molina,115,2881,684,66,7,"['C', '1B']",['St. Louis Cardinals']
2005,Zack Greinke,33,549,19,25,1,['P'],['Kansas City Royals']
2006,A. J. Burnett,21,407,6,16,1,['P'],['Toronto Blue Jays']
2006,A. J. Pierzynski,132,3375,795,62,3,['C'],['Chicago White Sox']
2006,Adam Eaton,13,195,4,5,0,['P'],['Texas Rangers']
2006,Adam Wainwright,61,225,3,7,1,['P'],['St. Louis Cardinals']
2006,Adrian Beltre,156,4077,136,323,15,"['2B', '3B']",['Seattle Mariners']
2006,Alan Embree,73,157,4,4,1,['P'],['San Diego Padres']
2006,Albert Pujols,143,3733,1348,110,6,['1B'],['St. Louis Cardinals']
2006,Alex Gonzalez,120,3060,183,313,8,"['OF', '1B', '3B', 'SS']","['Boston Red Sox', 'Philadelphia Phillies']"
2006,Alex Rodriguez,151,3863,96,262,24,['3B'],['New York Yankees']
2006,Alfonso Soriano,158,4121,326,22,11,['OF'],['Washington Nationals']
2006,Andrew Miller,8,31,1,0,0,['P'],['Detroit Tigers']
2006,Andruw Jones,153,3952,378,4,2,['OF'],['Atlanta Braves']
2006,Andy Pettitte,36,643,2,31,2,['P'],['Houston Astros']
2006,Anibal Sanchez,18,343,15,13,1,['P'],['Florida Marlins']
2006,Aramis Ramirez,156,4059,110,252,13,['3B'],['Chicago Cubs']
2006,Arthur Rhodes,55,137,0,7,0,['P'],['Philadelphia Phillies']
2006,Barry Bonds,116,2625,188,6,3,['OF'],['San Francisco Giants']
2006,Bartolo Colon,10,169,4,7,1,['P'],['Los Angeles Angels of Anaheim']
2006,Bernie Williams,89,1999,154,1,1,['OF'],['New York Yankees']
2006,Billy Wagner,70,217,1,11,0,['P'],['New York Mets']
2006,Bobby Abreu,154,3897,292,10,3,['OF'],"['New York Yankees', 'Philadelphia Phillies']"
2006,Brad Ausmus,141,3385,929,64,2,"['2B', '1B', 'C']",['Houston Astros']
2006,Brandon Phillips,145,3694,332,337,17,"['2B', 'SS']",['Cincinnati Reds']
2006,Brian Anderson,134,2898,305,3,2,['OF'],['Chicago White Sox']
2006,Brian Giles,158,4196,299,7,7,['OF'],['San Diego Padres']
2006,Bronson Arroyo,35,722,29,33,0,['P'],['Cincinnati Reds']
2006,Bruce Chen,40,296,6,12,0,['P'],['Baltimore Orioles']
2006,CC Sabathia,28,578,7,15,3,['P'],['Cleveland Indians']
2006,Carlos Beltran,136,3552,357,13,2,['OF'],['New York Mets']
2006,Carlos Delgado,141,3739,1199,70,8,['1B'],['New York Mets']
2006,Carlos Martinez,12,31,1,0,0,['P'],['Florida Marlins']
2006,Chan Ho Park,24,410,7,18,2,['P'],['San Diego Padres']
2006,Chase Utley,158,4156,372,424,18,"['2B', '1B']",['Philadelphia Phillies']
2006,Chipper Jones,105,2665,87,177,18,['3B'],['Atlanta Braves']
2006,Chris Gomez,53,962,161,57,3,"['2B', '1B', '3B', 'SS']",['Baltimore Orioles']
2006,Cliff Lee,33,602,3,18,1,['P'],['Cleveland Indians']
2006,Craig Biggio,129,3186,219,334,6,['2B'],['Houston Astros']
2006,Craig Counsell,97,2327,134,309,9,"['2B', '3B', 'SS']",['Arizona Diamondbacks']
2006,Curt Schilling,31,612,14,26,3,['P'],['Boston Red Sox']
2006,Curtis Granderson,157,3936,385,3,1,['OF'],['Detroit Tigers']
2006,Damion Easley,60,1159,55,93,5,"['1B', '3B', 'OF', '2B', 'SS']",['Arizona Diamondbacks']
2006,Darren Oliver,45,243,4,10,0,['P'],['New York Mets']
2006,Dave Roberts,127,3222,273,1,0,['OF'],['San Diego Padres']
2006,David Ortiz,10,204,62,6,2,['1B'],['Boston Red Sox']
2006,David Weathers,67,221,2,3,1,['P'],['Cincinnati Reds']
2006,David Wells,13,226,2,6,0,['P'],"['San Diego Padres', 'Boston Red Sox']"
2006,Derek Jeter,150,3877,214,381,15,['SS'],['New York Yankees']
2006,Derek Lowe,35,654,19,49,3,['P'],['Los Angeles Dodgers']
2006,Eddie Guardado,43,111,1,3,0,['P'],"['Cincinnati Reds', 'Seattle Mariners']"
2006,Edgar Renteria,146,3796,185,399,13,['SS'],['Atlanta Braves']
2006,Edwin Jackson,23,109,3,3,0,['P'],['Tampa Bay Devil Rays']
2006,Eric Chavez,134,3497,105,281,5,['3B'],['Oakland Athletics']
2006,Eric Young,42,811,56,6,1,"['OF', '2B']","['San Diego Padres', 'Texas Rangers']"
2006,Ervin Santana,33,612,13,12,2,['P'],['Los Angeles Angels of Anaheim']
2006,Fernando Rodney,63,215,5,9,1,['P'],['Detroit Tigers']
2006,Francisco Rodriguez,69,219,5,5,0,['P'],['Los Angeles Angels of Anaheim']
2006,Freddy Garcia,33,649,12,18,2,['P'],['Chicago White Sox']
2006,Garret Anderson,94,2438,192,1,0,['OF'],['Los Angeles Angels of Anaheim']
2006,Gary Matthews,145,3759,340,8,7,['OF'],['Texas Rangers']
2006,Gary Sheffield,30,666,95,4,2,"['OF', '1B']",['New York Yankees']
2006,Greg Maddux,34,630,14,52,0,['P'],"['Los Angeles Dodgers', 'Chicago Cubs']"
2006,Gregg Zaun,72,1624,437,32,3,['C'],['Toronto Blue Jays']
2006,Henry Blanco,75,1719,501,37,1,"['C', '1B']",['Chicago Cubs']
2006,Ichiro Suzuki,159,4199,364,9,3,['OF'],['Seattle Mariners']
2006,Ivan Rodriguez,131,3334,797,65,3,"['2B', '1B', 'C']",['Detroit Tigers']
2006,Jack Wilson,131,3390,198,426,18,['SS'],['Pittsburgh Pirates']
2006,Jamey Wright,34,468,10,28,2,['P'],['San Francisco Giants']
2006,Jamie Moyer,33,634,12,36,2,['P'],"['Seattle Mariners', 'Philadelphia Phillies']"
2006,Jason Giambi,68,1440,459,11,7,['1B'],['New York Yankees']
2006,Jason Isringhausen,59,175,5,10,1,['P'],['St. Louis Cardinals']
2006,Jeff Conine,157,3235,543,35,4,"['OF', '1B', '3B']","['Baltimore Orioles', 'Philadelphia Phillies']"
2006,Jeff Fassero,10,45,2,3,0,['P'],['San Francisco Giants']
2006,Jeff Kent,117,2802,269,314,8,"['2B', '1B']",['Los Angeles Dodgers']
2006,Jeff Mathis,20,399,92,6,3,['C'],['Los Angeles Angels of Anaheim']
2006,Jeff Suppan,32,570,8,25,0,['P'],['St. Louis Cardinals']
2006,Jerry Hairston,90,1336,103,50,1,"['1B', '3B', 'OF', '2B', 'SS']","['Chicago Cubs', 'Texas Rangers']"
2006,Jim Edmonds,105,2499,266,6,3,"['OF', '1B']",['St. Louis Cardinals']
2006,Jim Thome,3,60,21,0,0,['1B'],['Chicago White Sox']
2006,Jimmy Rollins,157,4134,213,446,11,['SS'],['Philadelphia Phillies']
2006,Joaquin Benoit,56,239,4,4,0,['P'],['Texas Rangers']
2006,Joe Nathan,64,205,3,5,2,['P'],['Minnesota Twins']
2006,John McDonald,102,2129,116,246,14,"['2B', '3B', 'SS']",['Toronto Blue Jays']
2006,John Smoltz,35,696,20,33,2,['P'],['Atlanta Braves']
2006,Johnny Damon,132,3266,309,3,3,"['OF', '1B']",['New York Yankees']
2006,Jon Lester,15,244,0,11,0,['P'],['Boston Red Sox']
2006,Jorge Posada,135,3160,789,68,9,"['C', '1B']",['New York Yankees']
2006,Jose Bautista,121,2790,185,71,8,"['OF', '2B', '3B']",['Pittsburgh Pirates']
2006,Jose Cruz,71,1550,129,0,0,['OF'],['Los Angeles Dodgers']
2006,Jose Mesa,79,217,2,11,1,['P'],['Colorado Rockies']
2006,Jose Reyes,151,3976,183,390,17,"['C', 'SS']","['New York Mets', 'Chicago Cubs']"
2006,Jose Valentin,103,2550,211,289,6,"['2B', '1B', '3B', 'OF']",['New York Mets']
2006,Jose Vizcaino,57,898,132,88,6,"['2B', '1B', '3B', 'SS']","['St. Louis Cardinals', 'San Francisco Giants']"
2006,Juan Castro,98,1859,94,207,8,"['2B', '3B', 'SS']","['Minnesota Twins', 'Cincinnati Reds']"
2006,Juan Uribe,132,3390,217,373,14,['SS'],['Chicago White Sox']
2006,Julian Tavarez,58,296,7,16,2,['P'],['Boston Red Sox']
2006,Julio Franco,30,642,197,11,1,"['1B', '3B']",['New York Mets']
2006,Justin Verlander,30,558,11,24,3,['P'],['Detroit Tigers']
2006,Ken Griffey,100,2611,229,6,5,['OF'],['Cincinnati Reds']
